ZIP_Code,zip5_HH,HO_ins,Veh_ins,health_ins,pl_pension,life_ins,end_ann,vac_home,airline,funeral,hoeql_int,mortg_int
08723,12353,433.6,1134.1,2605.1,8035,411.6,386.3,377.8,537.7,77.8,62.5,4265.3
08724,17119,438.9,1130.6,2616.1,7938.2,411.4,386.1,376.5,530.5,81.1,62.6,4301
08730,1647,486,1205.4,2781.2,9914.2,486.9,456.6,483.8,693,84.9,67.5,4735
08731,7148,446.9,1147,2657.9,7923.8,413.9,388.4,374.4,521.5,78.2,64.9,4409.7
08732,598,461.3,1166.7,2712.5,8650.7,442.3,415.1,419.7,585.7,82.8,66.2,4474.9
08733,858,371,1069,2328.3,6720.5,352.4,331.6,295.4,417.7,63.5,52.6,3658.5
08734,2831,474.6,1196.3,2730.2,9344.8,460.4,432,439.1,620.7,73.5,72.7,5012.4
08735,1638,443.7,1125.8,2734.8,7345,408.3,383,377.5,510.6,103.1,52.5,3407.7
08736,5090,477.7,1200.3,2775.3,9779.7,477.7,447.8,476.3,692.4,85.6,64.1,4538.1
08738,483,501.6,1217.2,2943.9,9240,484.9,454.4,475.8,659.1,103.6,61.8,4175.7
08739,0,,,,,,,,,,,
08740,0,,,,,,,,,,,
08741,992,455.6,1170.9,2690.2,8622.9,436.2,409.2,408.4,573.7,78,66.9,4503.4
08742,10127,443.3,1153,2635.3,8639.8,431,404.1,411.2,586.6,79.5,63,4328.1
08750,1481,477.8,1191.8,2797.5,9624.1,477.8,447.8,479.9,687.9,93.7,61.5,4321.8
08751,1983,312.5,966.9,2158.2,5314.9,296.7,278.7,244.5,341.9,73,39.6,2601.3
08752,1160,392.2,1071.4,2496.4,6762.1,367,344.2,330.2,451.6,88.7,50,3245.4
08753,24227,438.8,1144.8,2610.7,8456.3,423.6,397.6,394.4,575.6,74.9,64.4,4473.1
08754,0,,,,,,,,,,,
08755,10035,441,1133.7,2656.6,7891,410.6,385.4,375.8,556.4,87.6,58.1,4048.1
08757,16761,409.5,1044.8,2639.2,5155,340.1,319.5,274.9,353,112.3,44.5,2858
08758,2886,458.3,1160.9,2744.1,8126.1,433.1,406.8,397,546.3,83.8,63.9,4270.6
08759,20508,411.4,1043.3,2666.9,5061.8,341.6,321,280.1,354.8,116.6,41,2548.8
08801,2983,495.2,1222.6,2767.8,10920,507.5,475.5,520.7,810.2,76,69.5,5278.2
08802,1475,511.6,1243.6,2833.9,10996.7,520.5,487.8,531.9,784.4,76.9,72.8,5402.2
08804,1010,487.6,1212.5,2758.5,10097.2,486.4,455.9,482.5,703.4,76.3,70.3,5057.8
08805,4355,388.2,1098.1,2433.1,7945.4,389.3,365.6,358.8,552.7,70.8,52.7,3762.5
08807,13560,473.6,1180.8,2689.8,11071.1,487.1,457.4,498.5,947.2,70.6,64.9,5486.4
08808,0,,,,,,,,,,,
08809,2330,449.9,1166.1,2615,9682.7,453.2,425,445.9,710.8,70.7,64.9,4828.8
08810,2807,439.9,1140.4,2522.6,11525.7,461.2,435.6,456.9,1133,50.4,63.5,6258.8
08812,5082,441.5,1161.7,2570.2,9765.8,449.7,422.7,434.5,753.4,67.3,62.6,4886.1
08816,16554,457.9,1157.6,2646.7,10370.6,463.8,436.3,460.9,901.2,68.6,62.2,5294.1
08817,15956,382.5,1071.2,2377.5,9220.6,393,370.9,368.2,847.6,55.8,52.9,4652.4
08818,0,,,,,,,,,,,
08820,13274,435.3,1112.5,2564.6,11736.1,461.2,435.4,475.6,1275.1,56.1,55.6,5932.8
08821,0,,,,,,,,,,,
08822,11109,471.6,1191.5,2690.8,10306.2,481.9,451.8,486,762.4,74.1,66.4,5027.5
08823,3912,391.9,1093.8,2269,9596.1,412.8,390.3,372.1,836.9,50.5,55.5,5185.4
08824,4121,470,1171.7,2659.4,11387.9,486.8,458.7,489.9,1041.2,63,66.4,5927.2
08825,1784,449.3,1175.7,2661.6,9173,448.1,420.4,433.1,617.7,74.5,66.4,4480.9
08826,2197,474.1,1197.1,2711.7,9847.1,474.5,444.9,470.6,687.4,75.2,68.1,4903.7
08827,1479,478.3,1198.9,2724.6,10109.7,483.3,453,483.5,720.9,75.7,68.5,5012.1
08828,913,439.8,1152.7,2572.2,8525.4,417.1,392.1,375.8,575.3,65.7,68.9,4798.1
08829,1411,459.7,1184,2654.2,9454.7,453.9,426.2,435.8,640.5,68.4,70.9,4874.2
08830,6749,397.3,1079.1,2453.8,9565.1,407,384.3,387,926.2,58.4,53.2,4935
08831,19859,457.5,1142.9,2724.8,8600.6,433.5,407.3,408.5,681.6,92.8,56.9,4295.6
08832,1127,291.4,959.1,2010.4,6268.9,305.2,288.1,249.9,481.8,53.5,38.3,3120.7
08833,3131,508.5,1239.9,2823.6,11278.7,526.2,492.9,547,835.6,79.3,69.1,5302.5
08835,4107,395.8,1099,2494.1,7165.9,372.8,350,327.9,469.4,75.7,54,3609.9
08836,1430,522.6,1251.4,2877,11804.9,539.2,505.3,568.3,937.6,82,68,5528.6
08837,6602,370.5,1064.5,2338.4,8447.8,378.9,357.1,347.2,718,61.1,49.9,4141.8
08840,6060,453.6,1166.9,2624.2,10174,463.9,435.9,458,816.9,71.5,62,4986.3
08844,13912,475.9,1198.5,2668.2,10865.4,489,459.1,491.3,858.6,67.5,67.9,5479.8
08846,5051,436.3,1149.7,2595.2,8955.6,435.6,409.2,412.3,635.7,74.3,62.1,4424.2
08848,3003,489,1214.3,2793.6,10021.1,489.4,458.8,486.4,698.8,80.3,69.3,4893.2
08850,3206,463.7,1176.4,2709.9,9265,453.3,425.6,436,664.9,77.4,65.7,4658.7
08852,6531,408.2,1107.5,2409.2,10370.1,431.3,406.9,419.5,961.5,54,56.7,5289.4
08853,1878,506.3,1242.6,2807.4,11725.7,530.4,497.4,549.5,914.3,72.9,70.7,5606.8
08854,17595,380.4,1083.2,2287.4,9133.2,403.4,381.9,358.5,792.7,54.7,52.3,4724.4
08855,0,,,,,,,,,,,
08857,15164,425.9,1136,2536.4,9351.2,434.2,408.2,414.8,720.2,66.9,61.3,4700
08858,0,,,,,,,,,,,
08859,8672,398,1100,2426.3,8696.3,403.1,379.8,370.8,691.5,62.7,55.5,4434.1
08861,16716,312,1000.8,2134.6,5907.5,313,295,252.2,369.3,61.9,42.5,2953.6
08862,0,,,,,,,,,,,
08863,4586,393.9,1086.1,2431.5,8129,387.1,364.7,347.1,636.3,65.6,55.1,4217.9
08865,11834,384.8,1077.6,2422.6,7014.9,366.9,344.7,320.7,457.9,73.7,54.2,3653.1
08867,1762,508.8,1241.7,2838.6,11078.7,521.9,489.1,536,805.3,78.9,71.7,5330.3
08868,63,501.1,1226.4,2835.5,10405.5,504.6,472.9,509.1,746.3,81.2,68.5,5044.8
08869,2953,395,1090.5,2465.8,8495.5,395.2,371.4,374.4,678.6,68.7,53.3,4153.4
08870,0,,,,,,,,,,,
08872,6790,404.9,1114.7,2423.9,8633,408.9,385.1,374.3,655.5,64.4,55.6,4353.3
08873,19209,387.7,1097.9,2311,8528.3,407.6,385.2,355.8,647.7,64.5,52.3,4260.2
08875,0,,,,,,,,,,,
08876,8826,419.3,1132.6,2495.9,9269.5,429.4,403.4,413,701.3,67.8,58.3,4505.7
08879,8694,393.6,1099.1,2437.4,7902.5,388.5,365.3,350.1,555.7,68,56.5,4003.9
08880,1803,382.3,1093.8,2356.5,7909,385,362.3,343.9,548.7,64.8,53.8,3930.3
08882,6068,399.9,1106.3,2458.6,7911.3,392.9,369.3,354.6,552.2,70.5,54.4,3947.6
08884,3529,439.6,1135.5,2618.7,8519.8,424.7,398.8,398.9,617.5,78.8,60.1,4364.5
08885,0,,,,,,,,,,,
08886,2130,480.8,1206.5,2673.1,10576.3,491.3,460.9,484.9,770.7,67.7,70.4,5465.4
08887,517,425.9,1129,2525.5,8473.8,409.4,384,384.3,589.9,72.7,61.7,4370.2
08889,3659,504.5,1227.1,2817,10922.9,516.5,484.1,531.5,809.2,80.7,69.6,5233.9
08899,0,,,,,,,,,,,
08901,14574,256.2,919.7,1826.4,5142.6,263.4,248.7,198.1,345.7,52.9,32.7,2453.1
08902,15048,372.7,1070.1,2272.2,8738,391.7,370,353.1,732.1,56.3,51.3,4438.6
08903,0,,,,,,,,,,,
08904,6213,355.7,1047.8,2269,8237.2,373.4,351,352.1,652,63.9,47,3690.9
08906,0,,,,,,,,,,,
10001,11998,337.5,1015.4,2176.5,8239.9,360.3,338.1,354,703.9,67,39.4,3267.9
10002,35535,267.9,894.1,2021.4,5954.5,281.5,265.8,243.4,559.1,58.9,29.6,2645.3
10003,28119,352.7,1053.5,2225.1,8956,382.6,358.4,387.2,713.9,65.2,45,3533.2
10004,1017,358,1086.6,2194.4,11137.1,425.4,398.4,459,978.5,52.2,46.9,4199.2
10005,5052,328.7,1041.7,2038.1,10373.5,386.1,361.5,411,936.7,47.4,41.7,3909.2
10006,2440,323.5,1035.7,2034.7,10249,382,357.8,401.9,919.8,46.7,42.1,3871.8
10007,3005,414.1,1154.2,2386.6,12497.6,487.5,456.1,539.4,1095,56.1,51.5,4921.4
10008,0,,,,,,,,,,,
10009,32206,290.1,973.7,2055.9,7133.9,322,302.4,299.2,555.3,62.6,36.4,2740.3
10010,17920,348.9,1050.6,2200.9,9274.4,388.7,364.2,397.4,768,64,43.2,3596.3
10011,29056,369.5,1076.7,2274.9,9444.6,406.4,380.5,418.4,742.7,67.7,46.6,3718.3
10012,13827,330.6,1029.6,2174.8,8612.8,366,342.9,366.4,703.6,62.4,41.4,3332.9
10013,11691,343.8,1017.1,2231.9,9058.9,381.8,358.4,388.6,817.6,59.2,40.9,3750.3
10014,19545,366.8,1086.1,2276,9565.1,408.3,381.9,423.3,729.5,67.1,46.8,3645.4
10016,33105,349.1,1050.4,2198.2,9540.6,389.1,364.6,401.3,821.4,61.5,43.9,3720.1
10017,10288,366.5,1068.7,2264.8,9963.4,404.4,379.2,419.6,875.5,62.7,47.2,4004.1
10018,3382,308.8,995.8,2023.7,8982.7,351.3,329.9,352.1,825.4,51.2,39.1,3519.8
10019,26241,321.3,1010.8,2139.7,8443.6,358.3,336.2,354.3,717.4,62.5,39.7,3275.1
10020,0,,,,,,,,,,,
10021,26637,392.9,1109.7,2418.9,9678.1,425.3,398.1,438.7,758.5,74.9,48,3770.7
10022,21350,407.4,1118.2,2470.7,9906.5,436.9,409.1,455.2,795.2,78.8,49.1,3875.7
10023,35697,385.4,1090,2370.9,9609.6,421,394.3,434.3,774.2,73.5,47,3795.6
10024,32159,384.1,1101.9,2378,9628.5,428.3,401.3,439.6,735.7,73.5,47.9,3756
10025,44911,327.1,1015.5,2166.8,7589.2,358.9,337.3,334.7,568,69.2,40.2,3095.5
10026,13340,235.2,907.9,1644.1,4846.8,269.8,256.8,177.7,269.8,53.9,27.7,2170.6
10027,23559,236.5,898.8,1703.9,4932.2,267.2,253.7,190.5,314.7,57.4,26.5,2105.1
10028,25250,384.7,1108.4,2378.2,9902.5,426.3,399.1,443.3,779.2,70.5,47.9,3806.6
10029,31442,235.2,888.7,1802.9,4690.3,258.7,244.9,190.8,311.3,60.7,26.6,2005.3
10030,10788,199.5,853.9,1452.1,3781.4,234.7,224.5,130.4,174.7,52.6,21.3,1721.5
10031,20378,233.5,899.6,1761,4458.6,257.1,243.8,177.1,258.4,59.6,26.3,1928.3
10032,21451,244.8,913.7,1892.9,4679,264.2,249.8,194.6,291.7,63.7,28.6,2002.4
10033,19174,274.2,948.1,2064,5458.7,291.4,274.3,241.5,366.7,66.9,33.1,2325.1
10034,19110,261.1,939.6,1980.5,5167,279.2,263.3,219.4,328,62.6,32.5,2219.4
10035,12764,221.9,869.8,1668.7,4248.6,248.4,236,165.6,247.4,58.6,24.8,1905.4
10036,15301,287.8,965.1,1997.4,7424.3,320.3,300.9,301.3,615.1,58.8,36.3,2904.3
10037,10323,191.3,854.8,1446,3550.6,229,219.5,119,152,56.4,20.1,1517.4
10038,10478,300.9,945.1,2106.7,7260.7,318.4,299.9,298.7,696.8,59.8,33.3,3060.4
10039,11498,196.8,861.1,1476.1,3550.9,228.3,218.6,120.4,156.9,53.3,21.1,1630
10040,16343,276.4,960,2062.9,5618.1,292.9,275.7,241.4,370.8,65,34.6,2366.5
10041,0,,,,,,,,,,,
10043,0,,,,,,,,,,,
10044,4214,306.3,1006.3,2111.3,7986.5,350.5,330.3,323.3,665.4,59.2,38.2,3134.5
10045,0,,,,,,,,,,,
10055,0,,,,,,,,,,,
10065,18671,394.7,1116,2434.7,10006.7,435.6,407.6,456.8,792.9,76.5,47.4,3759.9
10069,3312,371.8,1087.8,2281.4,10736.6,435.8,408.4,463.3,937.7,61.2,44.2,4130.8
10075,15897,390.3,1107.2,2401.6,9609.9,422.1,395.2,434.1,746.5,73,48.8,3783.6
10080,0,,,,,,,,,,,
10101,0,,,,,,,,,,,
10103,0,,,,,,,,,,,
10104,0,,,,,,,,,,,
10105,0,,,,,,,,,,,
10106,0,,,,,,,,,,,
10107,0,,,,,,,,,,,
10108,0,,,,,,,,,,,
10110,0,,,,,,,,,,,
10111,0,,,,,,,,,,,
10112,0,,,,,,,,,,,
10113,0,,,,,,,,,,,
10115,0,,,,,,,,,,,
10116,0,,,,,,,,,,,
10118,0,,,,,,,,,,,
10119,0,,,,,,,,,,,
10120,0,,,,,,,,,,,
10122,0,,,,,,,,,,,
10123,0,,,,,,,,,,,
10128,32785,364.2,1078.6,2300.4,9205,401,375.9,403.7,719.5,67.3,46.2,3634.5
10129,0,,,,,,,,,,,
10150,0,,,,,,,,,,,
10151,0,,,,,,,,,,,
10152,0,,,,,,,,,,,
10153,0,,,,,,,,,,,
10154,0,,,,,,,,,,,
10155,0,,,,,,,,,,,
10156,0,,,,,,,,,,,
10158,0,,,,,,,,,,,
10159,0,,,,,,,,,,,
10162,466,326.9,1042.9,2218.7,8440.8,367.6,344.5,360.5,632.1,64.4,43.6,3216
10163,0,,,,,,,,,,,
10165,0,,,,,,,,,,,
10166,0,,,,,,,,,,,
10167,0,,,,,,,,,,,
10168,0,,,,,,,,,,,
10169,0,,,,,,,,,,,
10170,0,,,,,,,,,,,
10171,0,,,,,,,,,,,
10172,0,,,,,,,,,,,
10173,0,,,,,,,,,,,
10174,0,,,,,,,,,,,
10175,0,,,,,,,,,,,
10176,0,,,,,,,,,,,
10177,0,,,,,,,,,,,
10178,0,,,,,,,,,,,
10179,0,,,,,,,,,,,
10185,0,,,,,,,,,,,
10199,0,,,,,,,,,,,
10260,0,,,,,,,,,,,
10268,0,,,,,,,,,,,
10270,0,,,,,,,,,,,
10271,0,,,,,,,,,,,
10272,0,,,,,,,,,,,
10274,0,,,,,,,,,,,
10276,0,,,,,,,,,,,
10278,0,,,,,,,,,,,
10279,0,,,,,,,,,,,
10280,4206,389.1,1110.1,2340.8,11479.6,449,421,482.8,1042.7,56.5,50.5,4624.9
10281,0,,,,,,,,,,,
10282,2306,369.8,1121.6,2304.2,11790.1,456.9,427.1,504.2,1008.2,59,44.5,4197.9
10285,0,,,,,,,,,,,
10301,15039,314.7,1001.7,2080.4,6339.5,327.8,309.5,269.5,419.8,64.6,41.2,2998.5
10302,6125,335.1,1023.6,2152.1,6562.1,342.6,323.2,284.2,423.3,64.7,45,3287.4
10303,8832,312.7,998.9,1967.7,6286.5,330.8,313.7,253,396.4,56.1,42.6,3328.3
10304,14275,323.6,1002.2,2089.5,6424.2,333.3,315,273.6,441.6,63.1,43.1,3237.8
10305,15144,386.2,1082.1,2434.1,7898.6,386.2,363.1,354.9,576.3,70.2,53.8,3909.4
10306,20969,421.9,1129.5,2580.6,8522.9,420.2,394.3,399.7,603.4,77.6,58.4,4109.5
10307,4887,439.4,1160.9,2605.7,9314.8,443.9,416.1,432.6,650.8,71.3,63.6,4555.3
10308,10087,453.7,1170.6,2686.3,9262.9,451.3,423.3,438.7,651.7,78.3,64.4,4504.2
10309,11264,447,1165.1,2625.3,9481.6,449.7,421.8,437.8,671.5,70.5,65.6,4766.1
10310,8148,350.1,1038.8,2196.1,6997.5,359,338.6,307.9,466.8,66.5,47.4,3488.3
10311,0,,,,,,,,,,,
10312,21361,455.5,1171.1,2680.5,9379.2,453.7,425.6,440.2,671.2,75.5,65.4,4677.9
10313,0,,,,,,,,,,,
10314,31399,416.1,1119.2,2541.7,8652.3,415.7,390.8,392,654.4,72.6,57.8,4299.2
10451,18195,210.7,854,1653,3494.4,229.2,218.3,138.6,185.2,60.2,22.1,1627.4
10452,24188,204.9,855.1,1656.1,3625.8,225.2,214,141.9,195.1,54,22.9,1666.1
10453,25287,204.1,851.5,1638.1,3605.1,224.7,213.6,141.5,192.8,53.7,22.6,1669.8
10454,12521,210.1,841.9,1715,3521.9,225.5,213.9,148.7,202,60,22.6,1659
10455,13221,211.7,846.8,1716.3,3522.9,224.5,213,145.6,199.7,58.5,23.1,1701.8
10456,29638,199.8,843.1,1587.2,3463.5,222.1,211.6,133.3,177.8,53.9,21.7,1637.7
10457,24823,206.9,851.8,1653.4,3630.4,225.3,214.1,142.8,198.4,55.1,22.8,1691.7
10458,28768,215.2,861.3,1730.6,3958.2,230.6,218.5,158.3,239.4,54.9,24.6,1812.1
10459,16575,212.7,850.1,1686.6,3600.7,227.7,216.4,146.4,198.8,57.3,23.6,1755.9
10460,19756,211,850.5,1675.1,3598.8,226.7,215.4,144.5,198.2,56.7,23.4,1733.6
10461,19989,315.5,1000.4,2209.9,6293,321.2,302.3,273.2,437.7,67.8,41.1,2867.9
10462,31764,260.6,943.6,1886.5,5090.1,276.4,262,198.2,318.2,56.8,32.8,2407.4
10463,25400,325.1,1018.8,2202.3,6676.6,339.3,319.2,296.3,457.5,71.6,41,2876.2
10464,2150,381.9,1070.7,2456.1,7333.8,378.9,355.8,347.4,503.6,81.4,51.7,3411.3
10465,16565,368.6,1067.9,2364.2,7253.3,371.9,349.7,331.7,485.7,72.7,49.8,3442.3
10466,23658,237,928.2,1603.5,4378.6,273.8,262.4,152.2,190.9,53.7,28.2,2192.2
10467,36257,227.8,893.7,1728.7,4353.5,249.7,237.2,166,250.6,55.1,27.1,1992.4
10468,24171,231.9,894.9,1800.8,4323.6,248.8,235.8,172.4,259.1,56.4,27.3,1991.4
10469,24018,279.8,980.5,1813.6,5428.2,311,296.3,207.6,291.6,58.4,34.9,2665
10470,6349,305.9,1013.4,2058.4,6287.9,327.2,309.2,258.7,383.7,65.6,39.6,2767.5
10471,9566,372.5,1077.3,2369.2,7795.1,384.1,361.1,351.5,545.3,76.5,49.7,3494.6
10472,22814,236.3,894.2,1798.6,4347.6,253.2,240.1,175,261.9,57.5,27.9,2054.6
10473,20844,257.6,934.2,1821.9,4749.4,282.2,268.2,193,260,60.4,31.9,2296
10474,3792,209.5,852.7,1680.7,3614.5,223,211.7,142.8,197.7,54.6,23.7,1717.1
10475,19189,271,961.5,1785.6,4507.9,290.9,277.8,175,211.9,67.5,29.9,2115.5
10501,513,562,1311.5,2990.1,13200.4,599.1,561,648.4,997.7,81.3,75.9,6039.6
10502,2096,503.7,1223.8,2817.3,11734.8,527.2,494.2,556.6,982.2,83,63,5432
10503,0,,,,,,,,,,,
10504,2560,528.7,1264.5,2887.3,12173,554.8,519.6,590.1,940,80.2,69.5,5656
10505,409,518.1,1258.2,2834.8,11612.6,532.2,498.7,548,853.4,71.6,76,5796.8
10506,2170,534,1273.3,2905.9,12334.6,564.8,528.6,604.6,934.2,82.3,69.3,5602.1
10507,1974,412.7,1123.8,2520.6,8754.6,422.7,396.5,407.7,624.9,74.3,55.9,4095.4
10509,7264,459,1180.2,2664.4,9595.2,461.8,433.2,452.1,670.2,74.2,66.2,4739
10510,3453,510.1,1232,2823.8,11716.4,535.5,501.5,566,919.5,83,66.5,5442.2
10511,1020,418.3,1136.9,2561.9,8204.2,411.1,386.1,380.6,548.1,74.1,59,4034.7
10512,9330,468.4,1188.9,2698,9661.6,468.8,439.7,458.7,672.2,75,66.7,4849
10514,3941,538.8,1278.1,2891.8,12979.9,574.1,537.6,621.9,1039.7,77.3,71.1,6012.3
10516,2108,442.5,1152.6,2645.2,8778.2,437.4,410.2,422.6,610.8,79.7,60.5,4225.4
10517,0,,,,,,,,,,,
10518,483,539.4,1278.3,2887.1,12611.5,572.8,535.9,619.1,966.9,80.3,69.6,5827.2
10519,182,513.6,1254,2842.9,11740.1,542.8,508.2,572,859.7,80.5,69.3,5361.2
10520,5186,442.9,1160.1,2614.1,9623.4,458.6,430.1,456.7,696.1,79.6,60.1,4453.4
10522,4131,430.3,1153.5,2561.5,9875.6,454.9,426.9,454.2,747.2,73.7,57.6,4419.6
10523,2447,377.5,1095.4,2300.6,8281,398.8,376.5,351.5,597.3,64.9,50.3,3970.9
10524,1557,483.7,1209.1,2765.2,9948.2,486.2,456.3,479.9,688.9,78.1,70.4,4876.4
10526,729,513.5,1255.3,2828.8,11590.5,536.2,501.8,560.9,853.4,78.7,68.5,5375.4
10527,171,553.3,1304.1,2966.5,12875.3,586.3,549.1,629.8,965.9,80.3,75.4,5916.3
10528,4635,430.4,1144.3,2598.7,9526,445.5,417.6,446.5,727.5,76.4,55.2,4260.4
10530,6059,455,1165,2625.8,9762.3,459.6,431.6,449.3,757.1,79.4,60.4,4665.8
10532,1780,467.5,1189.1,2709.7,10027.9,474.6,444.7,476.5,729.4,79.4,64.2,4662.5
10533,3051,468.8,1184.5,2689.7,10420.7,483.7,453.5,495.4,806.6,79.2,60.9,4817.1
10535,209,438.5,1165.5,2597.9,9541.2,450.3,422.5,437.9,681,74.8,60.2,4509.3
10536,3464,520.5,1255.2,2846,11920.3,547.5,512.5,579.9,892.6,79.4,69.1,5527.8
10537,901,434.1,1141.4,2563.3,8392.8,421.1,395.8,383.1,535.6,68.8,69.2,4589.2
10538,6308,499,1233.8,2784.2,11571.3,527.5,493.8,556.7,873.9,81.5,63.8,5140.9
10541,8956,486.5,1214.4,2762.3,10298.6,492.8,462,492.2,726.3,75.4,69.8,5049.1
10542,0,,,,,,,,,,,
10543,7304,422.2,1137.8,2548.9,9222.6,436.4,409.3,427.7,673.5,76,56.4,4185.9
10545,0,,,,,,,,,,,
10546,558,506,1241.9,2798.5,11617.4,529.1,495.9,552.5,896.7,76.7,67.8,5448.9
10547,2557,444.8,1162.7,2593,9336.6,449.7,422.3,430.7,650.4,71,64.9,4730.7
10548,1239,470.6,1194.9,2706.3,9964.6,475.6,445.8,473.3,712,78.9,65.5,4823.1
10549,6304,434,1149.3,2576.1,9319.8,444.5,417,435.3,681.2,75.5,57.4,4357.6
10550,13690,226.6,910.5,1582.2,4182.7,261.8,250.5,146.7,183.4,54.9,26.8,2011.4
10551,0,,,,,,,,,,,
10552,9239,347.4,1051.9,2160.5,6828.3,362.5,342.6,293.6,423.7,70.6,44.8,3285.1
10553,4060,254.4,964.3,1613.6,4707,297,285,159.1,184.6,55.2,31.3,2423.6
10560,1688,512.6,1248.9,2844.3,11429,533.8,499.8,558.7,830.4,82.4,69.7,5213.9
10562,11797,405.7,1118.3,2443.3,8592.7,417.2,392.2,390.7,606.3,70.4,55.5,4143.4
10566,9156,350.2,1044.7,2196.6,6841.2,357,336.8,298.4,435.1,68,47.8,3444.3
10567,6371,484.1,1209.2,2713.7,10422,495.3,464.9,490,749.3,74.8,68.9,5188.9
10570,4084,495.8,1229.1,2783,11253.3,514.9,482.4,535.6,853.2,78.5,66.8,5217.5
10573,13323,393.2,1101.6,2454.7,8087.5,397.9,373.4,371.9,567.1,73.9,51.3,3789
10576,1942,527.8,1265.1,2882,12046,557.2,521.6,592.6,900.2,83.6,69.6,5508.4
10577,832,546.1,1284.4,2945.4,12714.2,577.6,540.8,622.6,986.1,84.6,69.3,5700.2
10578,197,520.9,1252.1,2871.4,11415.6,532.3,499.1,549.8,833.7,78.9,74.2,5514.7
10579,2978,484.5,1202.5,2746.9,10042.4,487.2,456.9,483.7,705.6,76,68.9,5020.4
10580,5926,486.7,1213.4,2758.7,11345,514,481.2,541.6,875.7,81.5,62.4,5032.3
10583,13436,516.4,1243.3,2848.4,12245.8,543.9,509.8,580.7,1020.8,81.3,65,5562.8
10587,0,,,,,,,,,,,
10588,1055,455.4,1177.3,2679.2,9324.6,453.7,425.7,436.5,653.4,77.7,64.4,4640.1
10589,3578,494.3,1197.6,2874.3,9488.3,477.1,446.9,474.2,698,103,61.3,4372.4
10590,2607,520.4,1252,2850.5,11612,538.2,504,563,866.7,78.9,71.4,5561.4
10591,7838,384.5,1090.9,2405.8,8335.2,400.9,376.4,380.7,606.6,72.4,49.9,3775.1
10594,1617,491.8,1223.5,2799.8,10655.4,502.4,470.6,513.8,789.8,81.6,65.1,4954.4
10595,2105,470.2,1187.4,2711.4,10188.3,479.3,449.3,484.1,760.9,79.4,63.1,4749.3
10596,0,,,,,,,,,,,
10597,362,539.5,1277.6,2896.5,12485.5,570.1,533.3,614.1,950.2,81.3,70.2,5771.5
10598,10092,486.8,1204.6,2780.9,10162.7,487.8,457.4,486,747.5,82.2,66.8,5001.1
10601,6404,334.5,1023.5,2173.1,7288,350.3,329.8,311,537.4,66.8,43.4,3300.4
10602,0,,,,,,,,,,,
10603,7410,377.4,1087.1,2273.3,7963.8,395.5,373.2,341.9,540.1,68.6,51.6,3851.8
10604,4285,415.8,1127.3,2513.7,8909.6,430.4,403.9,416.3,644.2,75.7,53.5,4064.1
10605,7616,452.8,1165.9,2616.8,9699.9,466.1,437.4,460.9,716.1,81.4,58.1,4491.2
10606,5872,353.8,1054.1,2250.7,7580.4,371.8,350,333.3,547,66.2,45.1,3513.9
10607,2347,433.1,1158.9,2446.2,9638.1,468.2,441.9,425.7,710.3,73.1,55.2,4656.4
10701,23794,289.1,967.8,1983,5636.5,304.2,287.6,238.8,355.2,63,36.4,2637.6
10702,0,,,,,,,,,,,
10703,8099,347.2,1038.7,2254,6612,347.9,327.9,291.3,436.7,71.1,45.7,3228.2
10704,13437,378.3,1081.5,2405.5,7451,376.6,354,336.5,511.7,74.9,50.6,3532.5
10705,14634,292.2,970.7,2043.5,5711.2,302.6,285.6,243.5,376.8,63.9,36.6,2670.2
10706,3064,462.4,1187.8,2669.1,10575.6,488,457.5,503.2,805.2,80.2,60,4687.1
10707,3781,423.8,1142.2,2541.2,9280.2,439,411.9,426.8,682.5,77.1,55.9,4233
10708,8936,453.2,1166.2,2644.1,9546.7,458.3,429.7,453.7,695.8,83.4,59.3,4381.8
10709,3698,463.9,1179.7,2722.9,9768.5,463.9,434.8,460.4,728.7,81.5,62.3,4612.9
10710,9765,412.6,1110.2,2502.6,8217.6,410.5,386.2,375.2,611.1,78,54.5,4071.6
10801,15510,324.9,1020.3,2123,6563.8,342.2,323,282,425.7,66.4,41.7,3086
10802,0,,,,,,,,,,,
10803,4237,485.8,1223.3,2715.4,11322,516.9,484.6,534.2,854.6,76.9,63.8,5143.9
10804,5132,521.6,1253.1,2845.2,11545.3,543.4,509.3,561,865.8,87.5,66,5324.3
10805,7002,325.1,1016.4,2205.9,6169.6,327.2,308.3,269.4,402.5,71.9,42.3,2889.4
10901,9031,440.5,1146.7,2611.1,9059.8,443.1,415.7,429.1,655.5,81.5,58.2,4331.5
10913,1658,484.5,1189.8,2777.5,10168.6,483.5,453.2,486.6,785.9,84.3,63.4,4928.3
10914,0,,,,,,,,,,,
10915,0,,,,,,,,,,,
10916,1525,481,1205.2,2730.2,9906.9,481,451.4,469.1,691.4,73.5,69.4,5099.4
10917,593,445.2,1167.1,2619.9,9521.9,451.6,424.3,437.1,665.7,69.8,67,4705.2
10918,3884,446.1,1167.8,2588.5,9126.4,446,419,418,626.6,69.2,64.7,4725.8
10919,551,454.7,1182.8,2642.9,9279,452.6,424.7,430.9,628,72.2,66.1,4650.4
10920,3079,478.8,1197.9,2740.3,10418.1,486.4,456.6,486.5,803.7,75.9,66.3,5098.6
