ZIP_Code,zip5_pop,zip5_HH,pop_growth,hh_avg_size,hh_med_age,med_rent,med_value,med_vehicles,med_income,avg_income,percap_income,pop_med_age,income_200k,high_inc_avg
01865,0,0,,,,,,,,,,,,
01866,0,0,,,,,,,,,,,,
01867,25163,9437,5.18,2.64,53.5,1016.94,445510,2.4,116159,135040,50940,42.4,19.39,289102
01876,30898,11266,5.39,2.68,54.3,1189.01,332670,2.4,99977,116499,42832,43.6,12.89,286107
01879,11980,4241,5.46,2.8,51.3,1064.1,338771,2.5,114194,131108,46602,40.4,20.62,282588
01880,27044,10798,5.43,2.48,52.9,1093.56,394702,2.2,100762,115129,46329,42.4,14.62,263123
01885,0,0,,,,,,,,,,,,
01886,23682,8170,5.29,2.9,52.3,1327.52,432245,2.5,140719,153440,52914,42,27.6,287038
01887,23620,8038,5.05,2.91,52.6,1175.69,380482,2.5,112384,122479,42089,41.2,14.82,255481
01888,0,0,,,,,,,,,,,,
01889,0,0,,,,,,,,,,,,
01890,21503,7697,5.49,2.75,54.6,1260.2,685377,2.3,158012,186954,66953,43.3,36.68,335033
01899,0,0,,,,,,,,,,,,
01901,2781,1350,4.13,1.94,55.2,540.5,207295,1.1,27308,41791,21019,43.2,1.9,234681
01902,44219,16647,3.47,2.62,50.6,848.08,235287,1.5,47577,60968,24128,36.2,3.19,245624
01903,0,0,,,,,,,,,,,,
01904,20473,7465,3.48,2.74,53.5,1048.88,276253,2.1,87642,97947,36291,40.2,8.26,280458
01905,25237,8637,3.57,2.92,50,861.44,251701,1.8,53033,64617,22630,33.9,2.44,209615
01906,28039,10802,3.3,2.56,56.1,983.27,353412,2.3,85973,101438,39750,44.8,10.3,276226
01907,13980,5500,3.67,2.49,56.3,1110.16,426877,2.1,117911,140844,55961,46.3,23.64,317058
01908,3454,1537,3.81,2.2,58.2,948.42,512187,2.2,87593,119187,54461,51.4,14.44,322547
01910,0,0,,,,,,,,,,,,
01913,16224,6546,4.54,2.42,52,998.45,309409,2.2,92316,111462,46330,41.9,11.39,314492
01915,40183,16051,3.76,2.35,53.2,916.14,365376,2.1,83795,104028,43086,41.9,12.68,278751
01921,7917,2668,3.23,2.96,55.6,1583.62,585556,2.7,154954,195085,65939,46,34.45,359447
01922,3435,1203,3.81,2.77,55,1037.78,436700,2.5,126306,125107,44337,44.9,17.86,228395
01923,27875,11090,3.65,2.43,54.9,1084.44,358163,2.2,92926,107903,44083,44.8,11.94,281343
01929,3015,1205,4.24,2.51,55,1109.88,507796,2.4,93244,122633,49182,45.5,13.93,353170
01930,31458,13494,3.51,2.29,56,946.02,368343,2.1,75762,96228,41986,47,9.76,304837
01931,0,0,,,,,,,,,,,,
01936,0,0,,,,,,,,,,,,
01937,0,0,,,,,,,,,,,,
01938,13925,5723,4.05,2.39,56.2,1064.69,417980,2.3,97393,119524,49337,47.1,15.35,300270
01940,12760,4573,3.93,2.77,56.5,1253.2,513544,2.5,114595,136322,49247,45.2,22.65,287262
01944,5340,2215,3.97,2.41,58.2,1102.88,797909,2.3,131131,162943,68567,48.7,30.49,329293
01945,20045,8194,3.82,2.43,56.3,1025.85,558955,2.2,113702,148420,62225,46.7,24.96,325082
01949,9303,3006,4.54,2.67,54.9,936.12,427275,2.5,109312,117773,41299,41.8,15.21,250288
01950,18356,7962,3.9,2.25,55.1,1060.68,416598,2.1,96571,117975,52113,46.9,18.25,271149
01951,3679,1579,3.48,2.33,56.9,835.89,451217,2.5,96568,109893,46697,49.3,19.01,245755
01952,9229,3812,3.85,2.4,55.4,847.44,318430,2.2,82568,101108,42823,46.1,10.2,307524
01960,55635,22956,3.59,2.4,57.7,1101.8,319483,2,78433,95171,39857,46.7,8.67,292967
01961,0,0,,,,,,,,,,,,
01965,0,0,,,,,,,,,,,,
01966,7426,3358,4.2,2.19,58.9,949.35,446424,2,83047,103781,48277,51.1,10.79,312580
01969,6482,2365,3.8,2.72,53.4,1026.08,419839,2.5,96765,116404,43502,43.5,15.38,297778
01970,45199,19325,4.06,2.24,51.4,1020.31,305066,1.8,70050,85022,38448,39.1,7.02,320650
01982,7784,2670,4.6,2.83,53.8,1064.73,533406,2.4,113813,134903,47779,41.6,24.31,272035
01983,5880,2034,4.99,2.83,56.4,832.03,517919,2.6,130348,157528,56030,46.3,31.27,306130
01984,4853,1326,5.64,2.69,57.9,994.9,576201,2.5,154898,191167,63605,42.1,35.82,359006
01985,4515,1625,4.74,2.77,55,1233.58,458549,2.5,122593,161246,57847,45.7,26.3,374898
02018,0,0,,,,,,,,,,,,
02019,16952,6354,4.41,2.66,52.1,967.48,282009,2.4,95835,107810,40757,40.6,9.52,278514
02020,0,0,,,,,,,,,,,,
02021,22566,8725,3.08,2.55,54.9,1200.59,437854,2.2,106455,131197,50894,43,18.41,319857
02025,7474,2699,3.16,2.74,56.2,1230.94,769292,2.5,135945,180228,64845,44.4,31.99,353921
02026,24703,9599,3.43,2.46,55.3,1275.64,407345,2.2,98495,117765,46600,43.7,15.28,297974
02027,0,0,,,,,,,,,,,,
02030,5558,1852,3.25,2.98,56.1,1646.04,884574,2.6,202527,247393,82780,45,51.31,387670
02032,4519,1699,3.89,2.66,52.5,1209.34,386312,2.3,88782,105321,39868,41.2,11.18,268056
02035,17208,6597,3.33,2.6,52.9,1040.85,364627,2.3,99795,123740,47413,41.9,16.63,292593
02038,33249,11574,3.56,2.8,51.2,1032.23,381896,2.4,112764,129035,45165,38.8,19.07,291506
02041,0,0,,,,,,,,,,,,
02043,23128,8834,2.98,2.59,59,1421.16,601062,2.3,120592,156425,60719,46.5,29.53,327606
02045,11105,4983,2.94,2.23,56.2,1285.17,336535,2,84891,103702,47178,48.2,10.35,333307
02047,0,0,,,,,,,,,,,,
02048,23630,8592,1.42,2.74,50.2,1030.35,361750,2.3,111483,127015,46508,38.4,17.59,298306
02050,26463,10058,3.28,2.62,54.9,1097.87,397132,2.4,107278,125697,47419,43.8,19.26,285933
02051,0,0,,,,,,,,,,,,
02052,12452,4243,3.63,2.9,53.8,697.67,556103,2.5,142592,161770,55987,42.8,30.67,303747
02053,13416,4661,3,2.84,52.2,841.2,373980,2.5,123242,137888,47818,41.1,19.69,303396
02054,8336,3194,3.95,2.6,52.8,977.7,355639,2.4,107589,120055,46412,42.6,15.02,263336
02056,11960,3318,4.5,2.92,53.5,634.11,450792,2.6,145132,167565,50877,41.8,32.19,311367
02059,0,0,,,,,,,,,,,,
02060,0,0,,,,,,,,,,,,
02061,11106,3784,3.35,2.87,56.1,1026.35,556068,2.5,118471,144780,50387,44.6,27.36,291020
02062,29720,12317,3.72,2.38,53.1,1067.15,411614,2.1,88723,102738,42685,42.2,10.59,258565
02065,0,0,,,,,,,,,,,,
02066,18095,6801,3.12,2.63,56.9,1073.58,504066,2.4,108474,138912,53062,46.1,21.59,314407
02067,18619,6537,3.34,2.83,54.6,1443.32,453079,2.5,145258,163422,57095,43.8,30.76,303313
02070,0,0,,,,,,,,,,,,
02071,965,317,3.73,3.01,52.1,1197.23,417543,2.4,114072,137833,47051,39.4,22.09,299246
02072,27743,10568,3.58,2.59,54.9,1006.45,309992,2.1,91590,105640,40476,43.7,11.46,283269
02081,19636,7150,3.47,2.66,55.7,981.88,424309,2.4,109300,131438,49162,43.8,20.57,291807
02090,15054,5401,4.04,2.77,58.2,1258.4,654681,2.4,147500,174260,63595,45.1,34.32,323108
02093,10705,3634,4.3,2.79,53.2,858.18,431627,2.5,114349,142873,49533,43.9,21.46,321499
02108,3126,1627,6.03,1.74,44.5,1668.45,837092,1,109384,163982,90985,38.5,23.73,423963
02109,4546,2390,6.07,1.65,40.8,1627.68,636809,1,128640,172989,95823,37.9,27.44,399665
02110,2071,1248,7.36,1.6,55.3,1977,756687,0.9,148757,176375,105053,53,36.85,331017
02111,8278,3669,6.57,1.94,45,1616.41,474317,1,71063,117423,57528,34.6,17.09,360759
02113,6868,4237,6.49,1.6,33.2,1433.87,467880,0.8,77328,99752,61879,31.4,11.39,306561
02114,13680,7768,6.12,1.6,37.9,1703.48,500065,0.9,88970,122801,74304,34.8,20.08,311296
02115,28608,11763,6.27,1.72,35.2,1357.42,493560,0.8,42994,63938,37059,29.3,7.55,321012
02116,22249,11904,6.25,1.66,42.8,1560.23,783490,1.2,107679,169071,100672,36.8,27.21,424423
02117,0,0,,,,,,,,,,,,
02118,26062,12658,5.96,1.93,43.2,1165.94,513636,1.1,73015,92787,49301,35.7,14.37,267626
02119,28551,10731,6.33,2.47,50.3,733.35,301130,1.2,37450,52931,21806,34.9,2.35,233580
02120,16079,4959,5.81,2.63,39.5,1107.1,260728,1,40504,54057,21490,26.7,2.43,190087
02121,26886,10007,6.29,2.68,48.4,714,323238,1.2,41934,59008,22538,31.7,2.72,272419
02122,23772,8401,6.47,2.77,47.2,1032.08,308227,1.5,63408,81198,30399,34.6,4.87,329561
02123,0,0,,,,,,,,,,,,
02124,50521,18355,6.36,2.74,49.9,998.9,309343,1.5,61898,76797,28896,35.3,5.79,255482
02125,34871,12749,6.01,2.69,45.3,1040.37,267278,1.3,50935,68090,26544,32.6,4.46,246033
02126,24855,9160,6.31,2.68,51.9,1083.81,284484,1.5,56451,70442,26822,37.6,3.56,246191
02127,34905,16576,6.91,2.06,41.2,1259.21,345473,1.4,85213,101712,51803,33.2,12.88,261439
02128,43360,15714,6.07,2.74,45.4,961.55,293831,1.3,56819,68424,25924,33.2,3.37,274984
02129,17170,8295,6.53,2.05,43.9,1331.38,450663,1.4,107153,125066,64071,35.1,21.63,269999
02130,37787,16146,6.53,2.25,45.4,1286.61,382358,1.5,91293,111226,49925,35.8,13.88,294514
02131,31265,12121,6.15,2.54,49.9,1072.67,341678,1.7,77605,92058,36757,38.5,9.46,281960
02132,27838,11686,6.5,2.33,54.2,1200.52,392370,1.9,98871,117929,50529,44.5,16.8,281031
02133,0,0,,,,,,,,,,,,
02134,22931,9731,6.53,2.26,31,1421.17,307027,1.1,49071,65044,28767,27.5,4.81,246953
02135,48946,21325,6.58,2.1,38,1324.39,348100,1.4,59948,74653,35961,32.3,5.47,289169
02136,33014,12105,6.52,2.69,51.6,947.07,284271,1.8,69496,88425,32819,38.1,7.39,274839
02137,0,0,,,,,,,,,,,,
02138,37011,14377,4.43,1.88,44.7,1564.52,641442,1.4,94385,142984,68393,35.6,18.52,391723
02139,37152,15115,3.69,2.09,42,1484.63,471821,1.4,84712,113876,54740,33,15.23,320423
02140,19100,8855,4.82,2.14,47.2,1292.09,530841,1.5,87745,117679,56167,36.2,15.47,455742
02141,13676,6817,4.5,2,42.3,1390.69,445399,1.3,75161,98183,49843,34.3,11.92,311451
02142,4008,1447,5.16,1.92,37.9,1831.1,362217,1.3,94180,119001,55474,32.3,14.61,354601
02143,26453,12080,4.74,2.16,41.3,1233.95,440409,1.5,78001,93265,43176,34.5,8.92,276654
02144,27228,11540,5.25,2.21,38.9,1430.77,497329,1.6,91857,100923,45453,32.5,11.06,255750
02145,26934,10488,4.67,2.56,45.5,1119.4,353383,1.7,65785,83558,32992,34.2,5.99,312741
02148,61613,24537,4.79,2.49,48.4,1089.48,325918,1.7,68045,81739,33216,37.2,5.62,246149
02149,43748,16297,4.33,2.67,49.5,1044.33,313069,1.8,61614,79610,29885,36,5.12,306655
02150,37176,12510,6.75,2.92,46.2,1006.15,256501,1.4,46675,63602,23709,33.8,3.85,314667
02151,55094,21806,6.42,2.51,51.2,1019.6,296320,1.7,58673,71728,29109,39.4,4.08,262713
02152,18917,8129,6.45,2.25,54,1140.65,334118,1.8,76657,99129,44527,44.7,8.73,343389
02155,59816,24133,4.51,2.38,50.5,1164.15,377770,1.9,83603,100285,41892,39.5,9.58,307083
02163,2475,716,5.48,1.81,31.6,1745.99,250119,0.8,37963,55474,25298,26,5.47,208809
02169,56791,25693,3.56,2.18,50.4,1112.69,324934,1.7,69614,84391,38696,40.2,6.06,304838
02170,20093,7945,3.15,2.47,52.5,1001.72,362281,1.7,72607,86878,35170,40.7,7.23,267169
02171,18824,8338,3.62,2.24,51.1,1110.94,341453,1.8,83078,97662,45158,42.5,9.44,265702
02176,28751,11908,4.69,2.39,53.7,1042.17,402465,2.1,99618,114768,47333,43.2,13.8,285715
02180,22510,9343,5.21,2.38,55.2,1003.96,384813,2.2,88174,106914,44498,45.3,13.68,269745
02184,35386,13504,3.6,2.57,54.4,1018.35,368502,2.2,93465,108322,41849,42.4,12.71,263480
02185,0,0,,,,,,,,,,,,
02186,28160,9680,3.42,2.75,57.2,1096.25,512630,2.3,124002,148178,52415,41.6,26.06,306965
02188,16377,6917,3.39,2.32,53.6,1112.66,318548,2,78554,94334,40313,42.7,8.85,293470
02189,14748,6065,3.41,2.42,51.5,1024.12,285419,2,80076,91258,37764,39.6,6.71,285848
02190,16392,6688,4.03,2.44,52.5,919.26,314273,2.1,95449,113249,47696,41.9,12.05,318857
02191,8710,3667,3.01,2.36,55.8,1226.28,312338,2.1,82080,98393,41622,45.9,7.89,318924
02196,0,0,,,,,,,,,,,,
02199,1370,827,7.12,1.51,39.8,2058.78,822946,1.1,98824,190450,123506,35.9,29.61,478292
02203,0,0,,,,,,,,,,,,
02205,0,0,,,,,,,,,,,,
02210,1997,1103,6.96,1.75,36.4,2054.09,448448,1.3,116378,137955,78248,34,28.42,268775
02215,29328,9602,5.18,1.58,30.3,1504.53,336107,0.8,37033,56682,31062,26.8,5.07,229449
02222,0,0,,,,,,,,,,,,
02238,0,0,,,,,,,,,,,,
02269,0,0,,,,,,,,,,,,
02301,62200,22546,2.57,2.7,51.7,897.29,241706,1.7,56930,68791,25983,37.2,3.61,257578
02302,32749,11299,2.75,2.88,52,955.88,233333,2.1,69686,79747,27891,36.9,4.01,270579
02303,0,0,,,,,,,,,,,,
02304,0,0,,,,,,,,,,,,
02305,0,0,,,,,,,,,,,,
02322,4397,1727,3.68,2.55,56,1009.67,297699,2.4,83379,97475,38066,44.6,6.61,289229
02324,26826,8156,2.77,2.72,51.9,1193.61,313991,2.4,102187,114720,41615,39.5,11.38,281653
02325,0,0,,,,,,,,,,,,
02327,0,0,,,,,,,,,,,,
02330,12193,4576,3.33,2.67,56.5,1145.72,241424,2.3,81653,91278,34335,44.1,7.09,250272
02331,0,0,,,,,,,,,,,,
02332,14515,5134,3.42,2.78,57.2,961.2,589822,2.5,137920,169408,60666,46,30.51,324019
02333,14486,5026,2.46,2.85,53.8,873.53,310834,2.5,91088,107927,37758,41.4,9.53,315690
02334,0,0,,,,,,,,,,,,
02337,0,0,,,,,,,,,,,,
02338,7815,2981,3.17,2.63,55.8,1022.79,276669,2.4,86872,104169,40020,44.6,8.09,394466
02339,13892,4749,2.49,2.9,55.1,867.85,461785,2.4,113740,131132,44905,42.1,19.83,274673
02341,9831,3351,2.78,2.92,53.9,873.27,334148,2.6,105214,113296,38877,41.3,10.62,260285
02343,11251,4261,3.32,2.63,53.8,1094.24,275145,2.3,81457,95875,36345,41.8,7.68,270900
02344,0,0,,,,,,,,,,,,
02345,0,0,,,,,,,,,,,,
02346,23666,8653,2.49,2.67,53.8,1006.23,296734,2.4,85776,97273,36592,43.1,7.1,252157
02347,10917,3871,3.16,2.8,54.1,1157.88,352172,2.6,98393,115162,41073,43.3,15.29,253120
02348,0,0,,,,,,,,,,,,
02350,0,0,,,,,,,,,,,,
02351,16361,6214,3.22,2.62,52.2,1100.12,312589,2.3,88361,98498,38058,40.1,7.84,284556
02355,0,0,,,,,,,,,,,,
02356,13736,4306,2.28,2.72,54.8,1225.75,402454,2.4,119603,134380,43975,39.5,23.71,269394
02357,0,0,,,,,,,,,,,,
02358,0,0,,,,,,,,,,,,
02359,18534,6552,2.76,2.8,53.1,981.14,346065,2.5,104279,114495,40839,41,13.76,266912
02360,58981,22269,3.06,2.55,54.6,1098.06,325659,2.3,89674,105389,41325,43.2,10.23,284847
02362,0,0,,,,,,,,,,,,
02364,13128,4845,3.14,2.65,54.5,999.69,364190,2.4,103621,118293,44385,43.2,16.64,288968
02366,0,0,,,,,,,,,,,,
02367,2946,1059,3.08,2.79,55.9,909.15,380950,2.8,112403,123447,44298,45.3,13.03,289676
02368,33364,11965,3.51,2.76,53.4,974.68,278536,2.2,75584,97485,35951,40.1,8.96,333822
02370,18395,7024,2.57,2.58,53.4,1000.84,267130,2.2,72437,90673,35568,40.8,5.91,326716
02375,9333,3604,1.52,2.57,53,1015.81,320354,2.4,102929,117560,45374,41.7,14.43,283589
02379,7341,2710,2.99,2.64,56.2,987.36,299615,2.4,89488,99756,37912,44.8,12.39,223685
02381,0,0,,,,,,,,,,,,
02382,14814,5418,2.94,2.72,51.8,1026.94,284996,2.3,87165,99008,36333,38.7,7.18,288207
02420,15932,5605,3.75,2.72,56.4,1483.01,700589,2.4,161370,203787,74716,46.6,38.3,370152
02421,16957,6407,4.44,2.62,56.4,1611.98,695199,2.3,154050,190244,72054,45.8,35.99,348331
02445,21224,8776,3.3,2.36,49.4,1697.02,697312,1.6,121423,169787,70249,37.2,27.91,380044
02446,30836,14109,3.7,2.13,43.9,1668.92,702771,1.4,90520,128279,59891,33.8,20.16,361061
02447,0,0,,,,,,,,,,,,
02451,17572,7442,5.07,2.36,49.9,1523.12,392318,2.1,94972,111614,47203,40.7,14.38,271575
02452,16270,5673,4.23,2.21,52.3,1307.21,437103,2,87203,99512,41629,40.4,11.95,252818
02453,29370,11625,4.44,2.28,45.4,1027.46,378868,1.9,78496,96566,41218,35.4,9.72,313389
02454,0,0,,,,,,,,,,,,
02455,0,0,,,,,,,,,,,,
02458,13024,5110,4.36,2.36,51.7,1414.91,629829,2.1,105978,133679,52590,38.1,21.61,316653
02459,19034,7061,4.89,2.58,57.5,1460.32,748885,2.2,152679,195626,72056,44.2,38.41,364865
02460,9560,3882,4.32,2.44,53.5,1408.54,639072,2.1,125389,151790,61468,42.7,24.72,311843
02461,7662,2863,4.69,2.53,55.1,1460.9,656151,2.2,138644,160188,60302,42,31.64,304549
02462,1759,708,5.63,2.43,56.9,858.73,683311,2.1,130950,195051,75814,43.6,38.12,381485
02464,3069,1233,5.03,2.44,51,1361.89,505518,1.9,105460,131610,54519,40.7,13.47,412777
02465,11800,4441,4.4,2.61,54,1475,687402,2.3,147523,191037,72138,43.3,33.98,353867
02466,8748,3109,3.67,2.43,54.2,1494.34,706411,2.2,124151,161871,60436,38.4,29.23,335898
02467,21109,6824,4.5,2.49,54,1642.34,672777,2.1,136567,185203,65548,40.2,29.26,377299
02468,5041,1876,4.24,2.67,58.2,1378.72,925371,2.4,198629,231640,86914,48,51.43,352791
02471,0,0,,,,,,,,,,,,
02472,33958,15536,4.96,2.17,50.3,1259.08,422392,1.9,95559,109559,50612,39.7,12.46,259945
02474,27090,12159,5.14,2.21,51.3,1230.83,467825,1.9,101971,122763,55180,41.6,16.82,308772
02476,16921,7137,5.04,2.34,53.5,1198.91,491491,2,116029,128774,54560,43.8,21.2,278863
02477,0,0,,,,,,,,,,,,
02478,25063,9808,4.31,2.53,53.1,1275.09,608271,2.1,126177,150252,58747,42.2,25.07,344052
02481,16293,5100,4,2.9,55.3,1355.02,919897,2.4,200029,245858,80871,41.8,50.15,377215
02482,12687,3944,3.75,2.59,57.2,1366.3,807907,2.2,149668,178036,63419,43.5,36.38,321887
02492,19933,6996,3.42,2.76,57.1,965.04,691414,2.4,159865,180467,63829,44.1,38.81,304903
02493,11263,3789,4.45,2.81,57.3,1462.8,1006609,2.6,196563,268800,92816,44.7,48.9,447677
02494,9171,3421,4.13,2.65,54.8,1333.27,618316,2.2,127626,153908,57688,43.4,30.65,301095
02532,13830,5663,0.39,2.24,57.4,1000.66,306761,2.1,70652,87240,37802,47.9,6.81,298896
02534,0,0,,,,,,,,,,,,
02535,1533,713,6.44,2.16,57.1,884.95,945447,2.3,77845,108770,50345,50.4,15.36,390283
02536,19613,8299,-0.05,2.36,58.6,1060.84,345570,2.2,70969,87237,37234,49.2,7.19,314669
02537,6412,2381,0.43,2.62,57,1116.59,431130,2.4,98847,112509,44473,46.9,11.98,273556
02538,5058,2060,2.69,2.41,54.6,963.75,240664,2.1,68091,76897,31637,43.7,3.12,242409
02539,5139,2294,5.47,2.23,54.9,1047.4,666135,2.2,73523,87723,39631,46.1,7.66,271776
02540,8215,4095,0.11,1.92,63.8,866.59,483886,1.9,67497,107321,54437,58.4,11.32,466315
02541,0,0,,,,,,,,,,,,
02542,1097,212,0.79,2.97,31.3,1559,250000,1.9,50758,65651,19561,27.4,0.9,225443
02543,714,352,-1.1,2.01,64.5,1206.18,682908,2,121969,222114,110029,57.1,23.9,626450
02553,0,0,,,,,,,,,,,,
02554,10855,4500,6.73,2.4,50.7,1411.12,894027,2.2,96966,131151,56377,41.6,13.28,409344
02556,3127,1380,-0.35,2.19,61.8,1182.62,481148,2.3,89748,111291,49636,56.1,12.81,319680
02557,0,0,,,,,,,,,,,,
02558,0,0,,,,,,,,,,,,
02559,3903,1821,0.33,2.13,62.3,843.3,369882,2.3,68155,86919,40654,54,5.48,415760
02561,0,0,,,,,,,,,,,,
02562,3239,1254,0.95,2.58,54.3,1076.83,333350,2.3,84170,103715,40143,44.2,8.15,357020
02563,10382,4088,0.52,2.51,56.6,898.11,336454,2.3,86819,105900,42240,47.9,10.21,291465
02564,0,0,,,,,,,,,,,,
02568,10876,4839,6.25,2.23,55,1030.14,630534,2.2,70833,82529,36890,45.8,6.08,226021
02571,11363,4600,2.8,2.42,55.5,826.44,259934,2,63422,81492,33813,44.4,5.49,395355
02574,0,0,,,,,,,,,,,,
02575,0,0,,,,,,,,,,,,
02576,3840,1576,1.7,2.45,58.3,855.64,221555,2.4,78050,93309,37981,47.6,8.52,256476
02584,0,0,,,,,,,,,,,,
02601,14537,6295,0.54,2.26,54.4,916.66,320109,1.8,50961,63162,28460,43,2.69,212336
02630,2044,931,0.47,2.21,62.5,1308.69,545454,2.2,52551,93785,42159,57.7,11.06,310788
02631,9701,4342,0.54,2.17,61.1,985.61,443282,2.3,77662,94575,43397,55,8.86,260079
02632,10972,4720,0.19,2.32,59.1,1166.23,341710,2.2,77404,92189,39983,50.2,6.31,316130
02633,5065,2540,-0.39,1.97,63.9,781.07,548786,2.2,72737,100005,51056,58.3,9.97,351089
02635,3627,1510,0.92,2.39,59.4,1252.31,427836,2.3,84949,116623,49833,51.9,10.15,416745
02637,0,0,,,,,,,,,,,,
02638,2740,1365,-1.25,2.02,65.2,567.9,510183,2,64440,89065,44085,60.7,8.93,362029
02639,3410,1730,0.02,1.96,58.1,885.98,315487,1.9,55297,71841,36847,50.2,4.21,234011
02641,0,0,,,,,,,,,,,,
02642,4953,2410,0.01,2.08,62.5,872.68,455900,2.2,70300,89752,43277,57.5,5.79,379771
02643,0,0,,,,,,,,,,,,
02644,3989,1377,0.01,2.88,51.5,1304.95,315474,2.5,99040,110027,38267,39.5,9.24,249727
02645,9262,4097,0.09,2.24,60.6,1014,374737,2.2,73962,90782,40684,53,7.19,318004
02646,2234,1172,0.63,1.88,66.1,859.1,415915,2,59290,92958,51498,60.4,6.22,551737
02647,0,0,,,,,,,,,,,,
02648,6295,2455,0.6,2.56,56.2,1128.19,354169,2.5,90193,116715,45599,47.8,11.97,353250
02649,14832,6492,0.01,2.27,58.6,1171.3,339364,2.2,71748,89139,39686,49.6,9.1,257765
02650,1011,484,-0.29,1.9,66.1,624.6,688786,2.1,78570,126945,63628,61.2,16.15,403906
02652,0,0,,,,,,,,,,,,
02653,6324,3176,0.78,1.97,66,775.06,576208,2.2,71626,93655,47641,60.9,10.29,276076
02655,4059,1825,0.74,2.22,62.1,1107.16,538348,2.3,87546,131901,60620,54,15.21,460252
02657,3698,2131,0.11,1.72,57.2,917.98,519839,1.7,63470,93388,54316,53.7,10.64,387941
02659,881,425,0.4,2.12,62.6,1131.26,472188,2.2,68651,82350,39188,56.7,6.01,222768
02660,6212,2890,0.54,2.11,63.1,724.34,378505,2.1,62025,75657,35899,56.4,4.42,241208
02664,9536,4568,-1.17,2.07,62.8,1094.17,308127,1.9,61867,85112,40865,53.5,4.65,538802
02666,0,0,,,,,,,,,,,,
02667,2586,1283,-0.9,2.01,60.4,951.67,564296,2.1,65443,117542,58646,55.3,11.36,522731
02668,2632,1038,0.36,2.52,58.3,973.93,442506,2.2,81925,125083,49846,49.3,13.99,385168
02669,0,0,,,,,,,,,,,,
02670,1649,835,0.27,1.93,63.5,1201.85,455982,2.1,59715,76408,39796,57.6,6.47,156037
02671,1052,526,1.07,1.97,62.6,525.24,395875,2.1,57503,94918,48032,56.7,10.16,381394
02672,0,0,,,,,,,,,,,,
02673,8204,3757,-1,2.18,58.2,1162.91,275621,2,58886,74077,34533,48.1,5.04,286607
02675,6608,3169,-0.67,2.08,65,1148.78,365021,2.2,74141,89671,44295,58.6,6.77,304083
02702,3973,1426,1.15,2.74,54.4,904.45,297283,2.6,99849,109282,39798,43.7,8.22,291880
02703,45130,17511,1.33,2.54,51.5,835.91,263707,2.2,79278,90813,35539,39.9,7.54,265960
02712,0,0,,,,,,,,,,,,
02713,0,0,,,,,,,,,,,,
02715,3437,1178,2.04,2.89,52.6,802.45,313836,2.6,93395,99391,34630,40.8,9.67,237284
02717,5075,1807,1.77,2.78,54.4,772.49,315120,2.7,88963,100721,36008,43.6,10.65,235524
02718,6856,2454,1.74,2.8,50.5,986.63,254616,2.6,87952,93293,33591,38.8,4.95,235829
02719,16219,6782,1.18,2.33,55.9,723.28,264113,2.1,71269,81559,34921,46.3,5.05,263668
02720,29833,12831,1.32,2.22,51.6,685.21,234242,1.9,52754,66741,29990,41,3.76,281924
02721,26267,11119,1.68,2.35,50.7,597.87,225908,1.7,42364,56037,23736,37.3,2.15,284240
02723,15671,6839,1.37,2.28,50.4,589.75,226318,1.6,40905,51097,22616,36.7,1.19,191191
02724,17410,7756,1.62,2.22,51.6,579.05,242159,1.6,35009,47014,21132,38.8,1.54,190095
02725,2177,839,1.74,2.45,59.2,406.55,261898,2.3,67737,75647,31129,48.4,4.68,219369
02726,15555,6089,1.34,2.54,57.1,823.69,277379,2.4,79538,92201,36291,46.7,6.39,274337
02738,5049,1951,1.36,2.46,58.5,1047.3,407022,2.4,96830,122460,48603,48.2,15.41,313523
02739,6359,2634,2.46,2.42,58.3,1000.72,417597,2.4,89758,108103,45326,49.5,10.74,279784
02740,42147,17519,1.27,2.34,52.3,644.18,209974,1.7,46107,58271,25294,39.3,2.49,233197
02741,0,0,,,,,,,,,,,,
02742,0,0,,,,,,,,,,,,
02743,10162,3892,2,2.61,54.9,709.85,296068,2.4,80203,91224,34721,44.3,6.27,271849
02744,12604,5016,1.16,2.5,50.2,631.5,218366,1.6,40597,53982,21978,35.6,2.41,255745
02745,24696,10053,1.31,2.4,52.5,717.49,227961,1.9,58458,70829,29379,40.6,3.43,267099
02746,16409,6540,1.69,2.48,49,624.73,204126,1.4,36613,49144,20390,33.3,1.09,318228
02747,23214,6862,1.27,2.62,55.1,900.53,303045,2.4,80608,93824,33201,42,6.43,307475
02748,12175,4903,1.2,2.42,59.1,828.65,354353,2.3,83904,115106,47866,49.5,11.8,395053
02760,26618,10245,1.83,2.58,50.4,873.85,299607,2.3,90377,102921,39620,39.2,11.8,248655
02761,0,0,,,,,,,,,,,,
02762,9286,3674,3.91,2.51,53.5,887.01,312491,2.3,90866,111446,45037,41.9,13.77,275345
02763,2263,760,0.78,2.98,50.5,755.76,345450,2.4,119680,124371,43667,38.6,17.51,227665
02764,3429,1225,1.12,2.77,53.8,1012.63,305047,2.6,93505,111570,40621,42.3,9.41,335375
02766,19422,6576,1.32,2.68,52.7,852.3,295330,2.4,90848,99079,35529,39.5,9.56,230782
02767,13929,5109,2.18,2.69,53.7,1014.48,302684,2.3,91682,103142,38327,42.2,11.72,255530
02768,0,0,,,,,,,,,,,,
