ZIP_Code,zip5_pop,zip5_HH,pop_growth,hh_avg_size,hh_med_age,med_rent,med_value,med_vehicles,med_income,avg_income,percap_income,pop_med_age,income_200k,high_inc_avg
12604,0,0,,,,,,,,,,,,
12701,11405,4467,-2.27,2.42,53.9,619.83,132789,1.7,42724,55023,22954,38.7,3.3,182316
12719,1009,414,-3.11,2.31,55.6,766.25,181242,2.1,60637,80416,33299,46.1,7.06,295529
12720,227,95,-3.63,2.36,57.1,571.25,176535,2.5,65019,76687,33464,49.1,7.99,212831
12721,6393,2376,-1.45,2.67,51.5,814.36,196135,2.2,69700,83683,31354,39.2,5.71,268398
12722,0,0,,,,,,,,,,,,
12723,1898,697,-2.77,2.21,57.5,727.11,191578,2.1,66702,90544,37657,39.4,6.5,451154
12724,0,0,,,,,,,,,,,,
12725,337,145,-2.86,2.34,55.8,607.68,181730,2.2,70212,93802,39570,46.4,4.62,520716
12726,824,382,-1.68,2.21,57.3,606.39,169256,2.4,61750,72786,32665,49.4,5.8,224252
12729,2328,861,1.19,2.71,53,845.2,151084,2.3,56222,67593,25349,40.6,2.21,424922
12732,1053,425,-3.19,2.27,55.9,718.14,177606,2.1,59149,77651,32592,46.6,6.57,288732
12733,1539,410,-2.86,3.58,44.7,761.32,148240,1.7,46951,61479,18341,27.1,1.31,334682
12734,1300,507,-1.7,2.35,54.2,663.88,167481,2.1,45340,64580,27115,44.2,3.83,263531
12736,84,38,-3.62,2.24,56.9,613,167073,2.2,65927,85947,39241,48.2,3.8,526587
12737,1814,734,-1.84,2.51,54,909.23,179163,2.3,56515,73080,29128,43.9,4.55,260332
12738,267,115,-1.98,2.27,54.9,800.84,178963,2.2,85467,89554,38570,45.7,12.32,217876
12740,2229,928,-2.09,2.37,55.1,729.79,189243,2.2,55329,68479,28967,46.6,2.72,259398
12741,202,84,-3.32,2.24,57,651.74,168741,2.2,66249,85851,39062,48.4,4.42,491305
12742,519,162,-3.44,2.88,52.9,674.25,180463,1.8,54516,69214,24909,32.2,2.18,231299
12743,217,94,-3.62,2.32,56.1,690.68,172700,2.1,55952,74265,31573,46.7,5.46,301158
12745,216,70,-2,2.09,57.5,755.94,209147,2.1,66200,88329,36404,35.8,5.19,460907
12746,1283,481,-0.36,2.63,54.7,883.91,178620,2.2,50115,73027,28384,41.6,3.68,500227
12747,1542,553,-2.11,2.64,51.4,686.38,246558,1.8,53888,67786,25796,37.1,3.09,256965
12748,1627,661,-1.8,2.36,56.5,660.32,184282,2.2,62743,80312,33669,46.3,4.01,563806
12749,0,0,,,,,,,,,,,,
12750,313,130,-3.85,2.41,57,674.92,170648,2.1,66451,95225,39497,45.5,10.47,362597
12751,728,282,-3.46,2.45,53.3,753.93,152071,1.8,55774,65528,25738,37.1,1.13,237574
12752,311,134,-3.31,2.34,56.7,536.6,176353,2.5,65769,77294,33579,48.5,8.61,214969
12754,6915,2736,-2.36,2.43,54.2,642.93,147352,1.8,51208,66664,27779,40.1,4.05,277734
12758,4905,2026,-1.98,2.38,56,691.92,203464,2.2,61528,77201,32265,45.2,5.4,301493
12759,1401,505,-2.83,2.63,51.9,682.62,119780,1.9,45143,54011,20202,35.5,0.17,222607
12760,658,276,-3.46,2.3,57.4,596.14,183633,2.2,55084,82782,34833,47.6,4.17,321805
12762,868,360,-2.4,2.4,56.4,661.99,218940,2.1,53110,58407,24268,46,1.54,229778
12763,654,262,-1.06,2.52,53.3,693,204275,1.9,71805,87255,34848,40.9,8.03,185086
12764,1681,714,-3.56,2.23,57.3,643.95,169032,2,55695,67713,30233,49.3,4.05,222476
12765,797,314,-2.32,2.5,55.5,817.22,172150,2.2,65650,93009,37139,43.8,5.37,469198
12766,464,202,-2.81,2.24,56.5,521.82,248067,2.2,66584,72867,32055,46.8,0.53,583272
12767,0,0,,,,,,,,,,,,
12768,1124,424,-2.17,2.4,54.7,736.53,147974,2.1,61399,84622,34209,43,5.3,409210
12769,0,0,,,,,,,,,,,,
12770,317,124,-1.69,2.52,53.8,894.17,180416,2.3,54782,71161,28282,43.7,4.28,257154
12771,13188,5044,1.02,2.6,53.4,967.02,196699,2,54983,73188,27898,38.8,5.04,302360
12775,2187,865,-1.74,2.52,53.3,1075.78,228831,2.2,86706,103213,40608,43.1,14.34,237910
12776,2558,1118,-2.75,2.25,57.4,608.36,151536,2.2,58668,69853,31060,48.5,2.7,252050
12777,705,310,-1.2,2.29,57.6,758.55,206972,2.2,73858,99516,43243,49.1,6.62,395954
12778,0,0,,,,,,,,,,,,
12779,1796,670,-3.02,2.63,49.5,549.3,168635,1.7,46277,62035,22714,32.9,4.56,290277
12780,2337,915,-0.26,2.53,54.7,954.05,204194,2.4,50718,63831,25158,45,2.96,294940
12783,1476,586,-2.17,2.35,56.6,752.68,179628,2.2,63978,74745,31849,46.3,4.55,214478
12784,0,0,,,,,,,,,,,,
12785,0,0,,,,,,,,,,,,
12786,932,410,-2.51,2.25,58.3,813.87,174436,2.3,62680,76627,33992,50.8,5.76,220713
12787,66,24,-0.84,2.72,55.4,943,160164,2.2,86347,96351,37727,44.8,10.9,212408
12788,2819,805,-1,2.52,53.6,784.18,153294,2,58096,71855,27305,41.6,3.83,312751
12789,2865,986,-0.83,2.35,52.2,662.9,155575,1.8,56412,70027,28728,39,4.94,207055
12790,5496,2254,-1.51,2.39,54.5,860.94,173310,2.3,63460,72976,30395,44.4,4.5,223243
12791,264,114,-3.57,2.35,50.4,731.33,185523,2.2,57491,61571,25875,37.4,0.1,9733
12792,312,136,-3.67,2.32,56,688.08,171728,2.1,56649,73276,31097,46.8,5.52,276239
12801,14743,6612,-0.06,2.2,49.1,670.02,152056,1.8,52778,68932,31281,38.4,2.89,394469
12803,8171,3378,2.94,2.4,52.8,690.72,162897,2.2,70626,79446,32934,41.9,4.42,254470
12804,26457,10953,-0.75,2.38,55.2,739.01,201029,2.2,72745,90121,37987,45.8,7.13,321782
12808,419,191,-1.26,2.21,58.8,689.61,235613,2.3,67694,97455,44264,52.6,7.12,461425
12809,3895,1486,-0.09,2.57,54.7,632.44,157017,2.6,69728,80494,31280,45.2,3.54,311346
12810,749,311,-0.12,2.39,54.8,557.3,154049,2.4,57426,73121,30492,48,3.97,340714
12814,1549,700,-0.56,2.18,59.5,686.3,320244,2.4,67864,90243,41621,53.6,6.26,419690
12815,925,408,-0.5,2.19,58.2,722.54,235352,2.3,66862,95436,43493,52.3,8.01,415030
12816,5747,2302,-0.79,2.47,56.9,629.24,179246,2.3,58101,66623,27203,46.5,2.56,232487
12817,2039,944,-1.08,2.19,56.6,508.69,211597,2.3,62431,73446,33490,49.7,8.64,220055
12819,377,154,-1.5,2.42,59.1,401.33,166289,2.4,50329,70255,29027,49.5,1.85,616061
12821,592,97,-1.09,2.84,55.1,563.23,111751,2.4,61526,70795,12261,32.1,1.79,240453
12822,6243,2462,2.69,2.53,53.5,585.38,136284,2.2,60142,66935,26498,41,2.03,253642
12823,330,128,0.03,2.57,56.6,721.29,179187,2.1,74926,91941,36242,47,3.29,646104
12824,490,226,-1.16,2.26,58.4,756.22,310993,2.3,75645,91644,40903,51.6,7.2,312257
12827,6029,1540,-1.29,2.62,54.8,493.24,170457,2.4,67941,77607,24441,41.7,4.12,239520
12828,9547,3598,0.29,2.59,52.5,679.81,128305,2.2,58841,69252,26765,41,2.99,226948
12831,17616,6545,3.11,2.61,52.1,774.42,221407,2.3,88381,95581,35968,40.7,7.02,312706
12832,6571,2506,-0.62,2.57,54.7,532.11,135040,2.3,53355,64132,25056,42.8,2.86,252819
12833,4538,1760,2.51,2.58,52.9,509.56,194607,2.2,72308,98224,38602,42.6,7.28,359831
12834,7279,2894,-0.91,2.51,55.3,660.21,181595,2.3,67870,80341,31955,44.1,3.75,325750
12835,2976,1214,2.44,2.41,56.1,518.94,162173,2.2,56945,69905,29219,47.4,2.99,368098
12836,476,220,-1.83,2.09,62.6,505.55,196128,2.3,68944,82943,39488,58.6,4.76,359173
12837,846,318,-0.79,2.61,54.5,598.06,125370,2.1,58831,70051,26901,42.4,2.6,296985
12838,625,245,-0.58,2.59,54,709.22,155241,2.5,69579,76803,29437,43,1.81,234917
12839,13513,5467,-0.7,2.43,51.6,611.72,151457,2.1,54821,66676,27491,39.3,2.48,308943
12842,1312,643,-2.45,2,59.9,473.5,143436,2.2,55317,68242,35215,54.2,3.83,294280
12843,553,227,0.47,2.44,55.4,659.17,165629,2.3,58373,61854,26007,47.4,1.22,239566
12844,228,112,-1.8,2.06,62.6,993.8,239529,2.4,112049,110129,52098,57.1,12.49,229842
12845,5007,2174,-0.94,2.26,56.2,828.61,243478,2.2,74830,92597,41461,48.4,6.48,393711
12846,3024,1224,-1.2,2.44,53.3,696.87,179224,2.4,80703,86033,35238,45.1,5.06,223658
12847,662,319,-1.83,1.95,59,425.91,272717,2.2,74417,89568,44996,54.7,9.4,221507
12849,784,281,0.23,2.68,55.2,538.43,109758,2.3,56656,68376,25858,44,2.36,386775
12850,2574,992,2.22,2.59,52.8,869.17,191181,2.4,74666,86679,33610,42.5,5.19,303137
12851,336,147,-1.6,2.34,58.6,648.18,153922,2.3,58276,67174,29326,48.7,2.92,222607
12852,430,205,-3.22,2.18,61.8,516.78,154005,2.3,55702,64567,29308,53.3,1.75,231118
12853,2040,865,-2.08,2.27,56.4,663.06,167882,2.3,53720,58224,25171,48.8,1.33,229366
12855,206,93,-3.25,2.18,61.5,530.12,153865,2.3,55916,64476,29151,53,1.8,225721
12857,521,231,-1.79,2.32,59,623.95,158905,2.3,58181,67338,29627,49.2,2.91,229730
12858,53,24,-2.69,2.18,59.7,563.32,177235,2.3,50184,68413,31213,50.8,3.31,308217
12859,2061,760,2.73,2.71,51.4,837.7,196968,2.4,72759,82515,30375,39.5,5.41,237438
12860,880,372,-0.86,2.35,57.4,460.26,190662,2.3,52904,65152,27894,49.2,3.21,254540
12861,619,264,-1.61,2.36,59.7,441.79,170751,2.4,59952,74032,31211,50.5,1.37,318809
12862,0,0,,,,,,,,,,,,
12863,705,265,4.04,2.64,50.6,750.39,44032,2.3,60438,74468,28226,37.5,2.94,312739
12865,3264,1307,-1.03,2.46,56.1,610.1,156329,2.4,59666,75263,30575,46.1,3.71,342664
12866,39016,16345,2.51,2.23,53,961.91,290467,2.1,77955,96986,43426,43.6,9.63,298359
12870,1476,661,-2.91,2.18,60,481.99,185227,2.3,55504,69883,31832,50.9,3.03,308012
12871,4394,1693,2.45,2.57,51.7,621.68,194426,2.3,73210,86590,33865,39.6,5.1,308433
12873,1010,450,-1.62,2.27,58.2,677.91,169525,2.4,62023,85634,37234,49,5.92,404453
12874,180,88,-1.86,2.09,62.2,537.91,197894,2.3,68632,83411,39659,58.1,5.22,347117
12878,637,268,-0.72,2.34,56,620.37,148290,2.4,58050,76245,32366,48.4,3.19,484603
12883,5179,2174,-1.06,2.32,56.8,609.06,130554,1.9,49912,74376,31278,45.2,3.19,454172
12884,0,0,,,,,,,,,,,,
12885,4654,1995,-1.25,2.33,54.7,668.93,157843,2.2,57155,66065,28075,45.5,2.83,254547
12886,202,82,0.61,2.45,55.6,707,164662,2.3,56940,59654,25399,47.9,1,233360
12887,5081,1996,-1.12,2.5,55.3,575.24,103528,2.1,50469,59896,23862,41.6,1.13,333515
12901,35628,13751,-0.09,2.24,49.9,610.94,132783,2,57232,69732,30261,39.9,3.93,242753
12903,1456,732,0.61,1.99,51.1,716.76,121225,1.6,45923,57171,29195,41.3,1.83,235285
12910,2186,711,-0.54,2.5,51.9,439.34,95856,2.3,53316,62445,21474,38.7,1.58,230879
12911,24,10,1.38,2.42,52,584,129055,2.2,61742,69921,28870,42.2,2.09,234263
12912,2065,798,-0.19,2.4,55.7,500.33,123002,2.4,53273,72518,30047,45.5,3.03,427947
12913,1109,473,-0.18,2.32,53.4,630.34,178689,2.3,66058,77195,33215,42.3,3.61,260347
12914,665,246,0.1,2.74,51.6,440.53,70682,2.2,41861,53265,19543,36.3,1.5,219694
12916,2439,977,0.48,2.5,53.3,480.67,80794,2.3,44376,57964,23252,40.1,1.92,234555
12917,1306,483,-1.41,2.7,51.7,446.09,105108,2.4,59667,73147,27119,38.1,3.12,327121
12918,2787,1085,0.37,2.56,52.6,553.25,133091,2.4,68764,79082,29211,42.5,3.43,330097
12919,3079,1252,0.79,2.46,52.5,560.29,117616,2.2,61750,69102,28622,42.8,2.96,165492
12920,2522,937,0.13,2.43,53.8,412.78,93314,2.4,51176,62123,24189,41.5,1.64,156725
12921,2335,947,-0.4,2.46,52.4,563.44,147579,2.2,69519,84848,34375,43,4.46,361938
12922,59,28,0.91,2.29,55.7,562.25,111655,2,53635,63572,27489,48.6,2.57,249396
12923,624,245,-0.07,2.49,53.9,390.94,84320,2.2,57229,62860,25348,43.1,1.32,247335
12924,123,51,1.4,2.35,54.2,533.4,112528,2.2,56622,65446,27644,43.2,1.8,462311
12926,2105,845,1.43,2.52,52.5,482.16,81787,2.3,51714,65176,25700,41,2.66,289815
12927,0,0,,,,,,,,,,,,
12928,1798,737,-1.2,2.44,55.9,503.14,132801,2.2,59936,70695,29343,44.5,3.71,302802
12930,738,296,0.98,2.47,55.7,489.09,74007,2.2,49705,62226,25420,44.6,2.33,290708
12932,1242,536,-0.81,2.17,58.7,501.66,129849,2.2,56159,67638,29811,53.5,3.66,226115
12933,0,0,,,,,,,,,,,,
12934,848,330,-0.34,2.43,56.1,474.92,85153,2.2,52720,62113,25438,44.3,1.66,311827
12935,1695,680,0.56,2.43,53.4,561.41,83814,2.3,51442,66043,25227,42.2,2.63,350608
12936,359,172,-2.57,2.17,58.8,1007.77,153627,2.3,55478,72673,32693,49.6,5.24,238560
12937,1616,650,0.6,2.53,54,492.44,69046,2.2,48571,59000,23311,41.6,1.32,137147
12941,1796,768,-0.43,2.29,56.4,539.57,150626,2.3,60922,90465,39204,47.3,4.52,572310
12942,655,316,-0.81,2.1,59.7,782.86,247805,2.2,56242,65536,31034,52.8,2.7,217599
12943,442,216,-0.81,2.1,59.7,789.82,249615,2.2,56319,65724,31146,52.7,2.71,219302
12944,4047,1685,-0.37,2.4,53.3,622.04,114375,2.2,59745,71067,29603,43.2,2.95,293000
12945,565,226,-1.4,2.32,55.4,342.98,143178,1.9,53858,67821,28834,44.6,5.06,214060
12946,7127,2592,-1.43,2.09,54.5,640.28,225835,1.8,57087,73949,32920,43.4,4.75,237908
12950,993,391,-2.96,2.41,55.2,560.44,116284,2.3,48277,63575,25875,45.5,1.36,235599
12952,596,240,-0.68,2.34,55.1,617.29,92378,2.4,63234,79936,32404,44.4,4.78,321378
12953,15656,4886,-0.28,2.34,53.9,515.34,96708,2,54323,70507,27955,42.3,3.12,215611
12955,366,144,-0.3,2.4,57.3,466.56,79900,2.2,55275,62181,25597,45.1,1.08,295781
12956,1114,418,-1.83,2.34,55.4,557.02,81683,2.1,51138,60348,24396,41,1.54,231954
12957,1527,597,-0.43,2.55,52.4,517.7,79804,2.3,41171,55682,21956,39.3,1.79,232788
12958,2106,823,-1.01,2.52,51.7,430.24,89713,2.3,50483,59724,23671,41.6,2.18,225175
12959,1266,480,-0.69,2.63,51.3,536.15,111690,2.3,50072,61108,23341,40.9,1.1,257044
12960,1006,410,-0.85,2.43,55.4,584.19,86937,2.1,47902,58420,24670,43.8,1.77,228603
12961,82,34,-0.43,2.47,55.5,576.67,81439,2.1,46337,57541,23880,43.2,2.01,231218
12962,5861,2015,-0.27,2.5,53.1,622.39,153615,2.3,77260,88387,34555,42.9,4.32,360816
12964,86,37,-0.18,2.26,59.5,423.55,151928,2.2,62214,73685,32677,53,5.38,220221
12965,712,265,-0.62,2.67,54.4,425.27,77310,2.2,50669,66730,24973,40.7,2.35,304387
12966,3395,1127,1.08,2.59,52.6,434.04,79014,2.3,51713,61790,23248,40.5,1.89,239583
12967,1384,487,-1.08,2.86,52.9,463.11,78738,2.2,55080,60067,21025,36.8,0.33,118249
12969,324,149,1.21,2.16,56.9,467.52,93033,2.3,50093,70690,32243,49.6,2.76,369882
12970,1265,306,-0.58,2.32,53.1,700.58,138162,2.3,58364,70902,22099,28.6,5.03,257254
12972,5865,2257,-0.21,2.57,53.1,455.56,136245,2.3,75941,97035,37612,42.5,6.79,366204
12973,0,0,,,,,,,,,,,,
12974,1890,824,-1.76,2.28,55,596.98,95508,2.1,51992,60476,26499,44.6,1.2,233880
12975,654,272,-3.1,2.41,55,691,121398,2.3,62338,75484,31522,46.7,3.7,317413
12976,0,0,,,,,,,,,,,,
12978,435,103,-1.84,2.39,51.2,554.52,116830,2.3,61878,79580,28959,41.6,5.43,317672
12979,2964,1179,-0.19,2.13,53.5,590.16,136818,2.2,58067,82039,38642,45.1,3.24,693193
12980,1093,480,1.43,2.34,56.2,414.8,69074,2.2,43948,53173,22502,45.7,0.99,274058
12981,2130,850,-0.09,2.52,53,558.87,128462,2.5,69638,84382,33408,43.8,5.44,320696
12983,7960,3499,-1.34,2.09,52.2,606.61,167013,2,55641,69871,33048,42.4,2.85,281859
12985,956,368,-0.21,2.59,52.5,530.32,124078,2.3,75822,89683,34558,43,4.96,315911
12986,6474,2611,-0.62,2.27,53.4,563.87,115247,2,57123,70258,29685,42.9,2.26,314752
12987,199,90,-0.6,2.3,54,606.4,219900,2.3,63465,70210,30376,44.8,1.47,282655
12989,1101,477,-0.87,2.27,55.6,651.33,130478,2.3,65595,81003,33406,44.5,2.06,664891
12992,4765,1850,-0.33,2.56,51.9,522.31,121953,2.3,66502,74300,28990,41.9,2.29,276267
12993,1347,566,-1.63,2.24,58.2,590.51,136957,2.2,56114,72476,32529,48.8,4.62,262633
12996,2262,978,-1.91,2.3,58.8,619.96,120383,2.3,48685,60436,26098,49.2,1.48,235412
12997,1033,445,-0.64,2.31,53.9,614.01,230419,2.3,63456,66557,28820,44.7,0.95,232714
12998,508,204,-0.45,2.47,55.4,561.18,79525,2.1,48148,58984,23766,41.6,1.87,232373
13020,0,0,,,,,,,,,,,,
13021,41240,17075,-1.21,2.26,54.4,524.21,112236,1.9,55693,69532,29838,42.5,2.86,265383
13024,0,0,,,,,,,,,,,,
13026,1186,424,-1.72,2.47,57.1,596.25,149865,2.5,69876,80394,29416,38.3,4.6,234064
13027,31317,12828,0.77,2.43,53.3,630.46,157602,2.2,82723,97327,39890,42.9,9.04,316374
13028,1247,490,-0.97,2.58,53.1,683.2,111484,2.3,56070,69510,27148,43.3,3.54,236229
13029,6752,2616,0.42,2.58,50,827.19,168792,2.3,74887,87997,33856,38.7,5.96,291994
13030,4511,1806,-0.25,2.49,54.1,531.19,160236,2.3,69466,78220,31493,44.4,4.83,220829
13031,15912,6619,0.32,2.4,55.6,634.57,152985,2.2,78639,91004,37982,44.8,7.62,273722
13032,13149,5330,-0.46,2.46,53.8,594.49,107120,2.3,61474,75102,30480,42.4,3.23,377517
13033,4402,1662,-0.96,2.66,53.1,540.06,95793,2.4,65407,81947,30753,41.4,3.95,444994
13034,1677,653,-0.17,2.54,55.4,552,127029,2.3,76905,90016,35387,44.7,5.56,277797
13035,8512,3175,-0.97,2.44,55.4,739.6,206703,2.3,77968,97329,36940,41.6,12.03,276619
13036,8628,3385,-0.48,2.54,52.6,614.09,125005,2.3,62691,74831,30085,42.2,3.88,255496
13037,9171,3600,0.01,2.51,53.2,560.09,137150,2.3,70275,79640,31676,42.8,3.73,246046
13039,17207,6559,0.37,2.64,51.8,670.65,167203,2.3,90655,98731,37236,40.3,8.01,242846
13040,2617,1006,-1.48,2.6,53,446.73,91538,2.4,54628,65408,25102,42.3,2.12,331571
13041,10916,3925,0.68,2.78,50,751.16,145970,2.4,90311,98523,35419,38.3,5.23,250143
13042,2776,1109,-0.55,2.51,53.5,598.02,106767,2.2,57258,69366,27303,43,1.34,333845
13043,0,0,,,,,,,,,,,,
13044,2470,965,-0.91,2.55,53.5,689.38,118451,2.3,54448,69002,27320,44.1,3.99,220426
13045,30415,11247,-0.79,2.37,48.7,581.79,112167,1.9,54075,65744,27298,37.2,3.28,238083
13051,0,0,,,,,,,,,,,,
13052,1941,742,-0.86,2.5,54.4,422.97,97184,2.4,53991,63496,24883,42.6,1.86,317944
13053,5019,1982,2.74,2.52,50.1,596,151701,2.1,65306,78062,31250,35.8,4.18,280767
13054,1732,675,-1.14,2.56,53.9,566.15,114531,2.4,63541,71387,27475,42.9,1.54,237314
13057,14674,6398,-0.19,2.28,54.8,640.47,123304,2,61891,74718,32994,44.5,4.65,250001
13060,3706,1434,-0.09,2.57,54,580.79,130836,2.4,77388,88167,34286,43.2,4.53,317410
13061,1006,400,-2.23,2.41,53,558.83,150692,2.3,69666,79955,31119,38.8,5.99,222680
13062,0,0,,,,,,,,,,,,
13063,1685,622,1.18,2.7,53.7,533.17,145476,2.6,82230,102548,38052,43.2,5.74,486070
13065,0,0,,,,,,,,,,,,
13066,11732,4989,0.6,2.34,56.4,823.19,198064,2.3,102192,123155,52139,46.7,16.18,340327
13068,6034,2449,3.34,2.39,51.1,737.55,149334,2.2,69825,83292,34886,39.5,4.61,334499
13069,24666,9666,-1.39,2.54,51.5,499.66,82325,2,51907,65497,25779,39,2.7,279190
13071,1054,400,-0.68,2.59,54.3,525.97,114809,2.5,67466,74721,28826,42.2,2.27,260536
13072,921,335,-0.67,2.49,55.9,378.79,98966,2.4,51881,61153,23674,42.5,1.44,305413
13073,6488,2553,3.08,2.49,52.6,510.74,127052,2.2,63169,75764,30667,41.3,2.98,313982
13074,4380,1598,-1,2.71,51.4,581.01,94276,2.1,54428,62953,22953,37.8,1.48,257286
13076,2660,964,-0.33,2.75,51.4,557.4,110722,2.5,66651,76285,27719,40.2,3.45,257297
13077,6847,2690,-0.78,2.53,53.1,504.38,132631,2.2,70101,90087,35727,42.7,6.14,321471
13078,10061,3641,0.86,2.55,55.9,760.14,203268,2.3,98899,127375,48083,44.1,16.65,346294
13080,3366,1339,-0.48,2.51,54.1,563.89,103819,2.4,75316,80684,32318,43.8,2.49,233930
13081,1500,508,-2.32,2.44,55.8,628.22,140887,2.5,71325,83844,30762,37.9,5.63,274292
13082,4786,1912,-0.32,2.48,55.1,655.38,125702,2.4,63417,78423,31604,46.5,4.74,261422
13083,1915,745,0.11,2.55,51.7,450.41,88015,2.3,52251,62546,24470,39.8,1.94,264416
13084,4896,1917,-0.15,2.54,53.9,608.07,161081,2.3,75230,85579,33630,44.7,4.11,274419
13087,0,0,,,,,,,,,,,,
13088,22477,10251,0.42,2.16,52.7,789.66,131398,1.9,63412,73710,34422,43.1,2.98,271835
13090,30099,11972,0.46,2.51,49.9,738.12,137738,2.2,79911,91011,36305,38.6,5.48,271852
13092,3099,1188,-0.42,2.59,53.9,502.81,107746,2.5,66410,74946,28549,41.8,3.38,243790
13101,2456,945,-1.03,2.59,52.3,487.6,99552,2.4,66507,75078,29056,41.5,3.68,256898
13103,197,75,-1.37,2.64,52.2,558.56,92826,2.5,57936,64113,24143,41.4,0.4,87639
13104,15796,6141,0.41,2.57,54.2,921.62,230053,2.4,110553,128385,49617,44.2,20.7,279088
13108,6269,2506,0.99,2.5,55.6,519.77,169700,2.3,84997,97674,39246,44.9,7.6,283977
13110,2557,998,1.29,2.57,54.4,584.26,168642,2.5,83558,95259,36824,44.7,6.58,279430
13111,2027,763,-1.69,2.68,52.5,179.21,75202,2.4,53767,62626,23415,40.4,0.52,472931
13112,1990,764,0.58,2.6,54.7,672.23,146080,2.5,85916,94347,36003,44.2,6.95,260237
13114,6389,2434,0.02,2.62,52,465.8,96759,2.3,63263,79081,30389,40.3,3.05,414791
13115,0,0,,,,,,,,,,,,
13116,3590,1471,-0.31,2.4,54.9,626.99,121782,2.2,64037,80916,33826,45.1,4.25,301951
13117,0,0,,,,,,,,,,,,
13118,5999,2000,-1.54,2.46,54.6,475.4,106533,2.4,67771,75235,27274,40.4,2.53,263058
13119,0,0,,,,,,,,,,,,
13120,2172,890,0.91,2.43,54.4,536.56,130791,2,58867,67603,27268,43.2,2.06,311980
13122,957,356,-0.07,2.7,53.9,662.84,180122,2.6,79403,98684,36538,43.3,7.36,357683
13124,109,46,-1.37,2.4,53.9,448.43,77448,2.3,53950,65283,26489,42.4,3.25,297364
13126,37779,13873,-0.64,2.39,50.8,555.87,102716,2,56751,68819,27475,37.4,3.48,253455
13131,3794,1419,-1.04,2.67,52,546.6,97010,2.4,61983,72110,27210,40.7,2.31,242409
13132,3866,1497,-0.79,2.6,52.7,588.47,111525,2.4,72792,87905,33859,42.6,3.25,272521
13134,74,28,-2.28,2.69,52.6,559,95298,2.4,56405,71472,26773,40.2,5.2,241808
13135,6591,2587,-1.09,2.55,51.9,519.67,114563,2.1,58509,75069,29369,39.9,3.17,565858
13136,429,176,-1.6,2.42,54.9,390.76,79076,2.3,53490,61397,24786,43.5,1.79,253816
13137,0,0,,,,,,,,,,,,
13138,0,0,,,,,,,,,,,,
13140,4402,1700,-0.85,2.57,53.9,576.22,91727,2.4,58134,66162,25809,42.7,1.39,229723
13141,695,293,0.25,2.38,54.4,439.45,138926,2.3,69483,86188,35929,47,6.98,263049
13142,6473,2555,-1.63,2.5,53.3,533.76,96669,2.1,50771,69622,28411,41.6,2.87,406102
13143,2689,1017,-1.65,2.5,54.6,387.7,82040,2.2,50898,64329,25283,40.5,2.67,329627
13144,1149,402,-1.33,2.69,52.3,544.5,78503,2.3,58453,66151,24213,41.6,2.46,271232
13145,1666,697,-0.11,2.4,54.7,507.41,96216,2.2,47319,64936,26992,44.9,3.01,293380
13146,2211,795,-1.92,2.75,55.5,526.72,70255,2.3,54896,62841,23009,40.7,2.01,275734
13147,1305,488,-1.84,2.66,54.2,493.25,112930,2.5,81320,90998,34205,41.6,3.01,346004
13148,10616,4418,-0.65,2.35,53.7,596.44,100175,2.1,57800,69233,29471,41.9,2.36,262393
13152,8071,3311,0.43,2.42,57.6,619.76,267877,2.4,98793,132271,54639,48.5,17.34,339434
13153,0,0,,,,,,,,,,,,
13155,589,221,-2.57,2.61,52.4,478.59,76974,2.3,48250,67227,25895,40.6,4.67,346120
13156,1819,766,-0.68,2.38,56.9,325.58,87310,2.4,57351,79416,33520,46.8,1.79,325043
13157,0,0,,,,,,,,,,,,
13158,1306,484,-1.21,2.64,52.8,472.74,95147,2.5,58071,66153,25455,40.8,1.45,238296
13159,4867,1908,0.42,2.56,53.6,508.88,174196,2.4,79430,98380,38747,43.4,8.52,318417
13160,2029,804,-0.94,2.43,56.4,485.96,120870,2.3,69454,77838,31902,44.7,2.82,249635
13162,0,0,,,,,,,,,,,,
13163,0,0,,,,,,,,,,,,
13164,2630,957,1.52,2.75,52.4,845.99,151446,2.4,89602,101606,37098,40.5,7.65,299897
13165,10468,4210,-1.49,2.41,55.2,487.2,94472,2.2,59513,68066,27977,44.2,1.82,234518
13166,5307,2103,-1.23,2.5,53.6,554.91,81530,2.3,63080,71237,28320,43.2,2.01,300831
13167,3273,1254,-0.07,2.61,52,698.41,100502,2.5,58543,65814,25350,41.5,1.15,241160
13201,0,0,,,,,,,,,,,,
13202,4692,2121,0.98,1.77,38.7,585.57,125033,1,22075,33452,21188,29.8,0.82,175698
13203,15908,7147,0.71,2.14,47.8,621.79,94809,1.3,36792,49892,24565,37.6,2.48,264889
13204,20975,8504,0.35,2.41,44.8,579.06,65327,1.4,34736,44697,19903,30.6,1,195235
13205,19514,7704,0.63,2.43,51.9,582.82,81815,1.5,39136,49030,22071,38.6,0.97,195671
13206,16997,8070,0.26,2.1,49.6,582.32,91974,1.8,49106,60392,28842,38.2,2.17,338973
13207,13431,5248,0.24,2.55,50.9,660.59,86141,1.7,51902,63925,25502,34.5,2.74,240108
13208,22822,9110,0.25,2.47,49.4,625.07,73386,1.5,42418,53518,22663,34.6,1.62,201847
13209,13051,5651,0.12,2.3,53.9,653.54,107375,1.9,60863,72891,31962,43.1,2.95,289833
