ZIP_Code,zip5_HH,charity,church,education,political,assets,savings,checking,USbond,securities,coll_tuition,elem_HS,other_gift
36079,4849,185.3,711.8,40.4,7.3,46483.9,9186.8,11057.3,321.7,26233.4,749.1,127.1,415
36080,1095,274.5,818,62.6,11,72332.3,12264.7,19491.9,472,40497.8,880.7,175.1,546.6
36081,6168,143.5,624.7,31.5,5.3,40459.4,8144.1,10508.7,267.5,22045.2,771.4,94.8,347.6
36082,0,,,,,,,,,,,,
36083,3543,56,672.1,11.8,2.3,11754.7,4689.2,1929.8,127.7,5500.7,454.1,53.7,200.5
36088,1473,41.7,619.8,8.9,1.7,9313.1,4415.1,1386.7,107.4,3766.3,475.8,45.7,169.2
36089,3141,91.4,697.1,20.1,3.6,22464.2,6009.1,5102.7,182.9,11471.1,544.3,77.2,257
36091,1475,221.9,734.1,49.6,8.7,56681.3,10063.4,14662.6,366.5,31978.3,812.6,155.9,469.2
36092,7301,198.8,752.4,43.6,7.9,48967.5,10008.5,11096,349.5,27809.3,754.2,151.1,437.9
36093,3769,328.9,891.7,80.6,11.8,99499.3,14810.7,30863.6,607.2,53867.3,1083.6,232.7,549.9
36101,0,,,,,,,,,,,,
36102,0,,,,,,,,,,,,
36103,0,,,,,,,,,,,,
36104,2883,75.1,590.5,16.4,3,19987.6,5541.2,4552.6,163.4,10281.3,534,60.2,219.4
36105,4742,68.7,689.6,15.2,2.7,16266,5262.7,3501.3,154.1,8003.5,477.7,64.9,213.7
36106,6318,199.9,742.3,48,7.3,61107,10532,18063.2,387.5,32477.7,847.5,138.2,393.6
36107,3726,116.7,596,24,4.5,29645.3,7191.1,5868.9,228.2,16876.7,614.8,88.8,311.1
36108,8019,66.4,652.4,14,2.7,14455.5,4997.5,2584,142,7291,464.4,60.4,217
36109,10245,222.1,758.2,49.5,9,57527.2,10876.7,14256,392.9,32355,792.6,149,492.6
36110,4508,77.6,653.4,15.6,3.1,17181.5,5609.8,2902.2,157.5,9145.8,505.9,71.4,246.3
36111,4791,189.3,769.6,47,6.8,58889.9,9731.6,18444,372.8,30917.1,785.3,137.4,358.8
36112,0,,,,,,,,,,,,
36113,266,204.8,714.1,50.7,7.1,64436.6,11940.4,17903.3,345.7,34318.8,1055.3,206.4,379.3
36114,0,,,,,,,,,,,,
36115,187,102.3,572,23.1,3.9,27706.6,7549.8,4043,183.8,16196.2,694.8,139.2,269
36116,17375,98.3,679.2,22,3.5,27060.2,7077.4,6614.4,205.2,13506.8,665.3,94.9,253.7
36117,19831,198.6,749.5,46.8,7,60427.2,11100.1,17662,376.6,31550.4,937.4,151.9,403.8
36119,0,,,,,,,,,,,,
36121,0,,,,,,,,,,,,
36123,0,,,,,,,,,,,,
36124,0,,,,,,,,,,,,
36125,0,,,,,,,,,,,,
36130,0,,,,,,,,,,,,
36131,0,,,,,,,,,,,,
36201,7769,128.3,653.5,26.8,5.2,29744.8,6988.4,6284.6,226.8,16766,586.6,90.3,338.7
36203,7237,221.3,754.2,49.9,8.5,58352,10764.1,14928.3,389.4,32661,813.6,159.7,466.4
36204,0,,,,,,,,,,,,
36205,309,186.8,682.4,41.9,7.2,53480.6,10369.8,13530.3,355.6,29665,760.1,120.2,422.5
36206,4558,200.2,739.7,43.9,8,49773.1,9903.4,11690,346,28168.6,744.9,138.3,452.3
36207,8210,220.9,754.4,49.9,8.7,59223.8,10823.9,15461.8,391.2,32947.8,816,148.8,471.3
36250,1717,237.8,770.3,52.8,9,59706.5,10914.5,14947.7,404.8,33863.5,815.8,171.2,493.9
36251,2065,195,702.4,40.5,8.4,43272.7,9223.5,8650.9,310,25340,704.2,132.9,474.3
36253,0,,,,,,,,,,,,
36254,0,,,,,,,,,,,,
36255,348,212.5,725.3,43.5,8.8,45060.6,9511.2,8557.6,329.6,26839.2,711.9,146,511.4
36256,616,203.8,745.3,43.6,8.2,46252.6,9289.6,10337.6,326.1,26692.6,713.9,140.1,467.7
36258,555,225.6,756.1,48.2,9.2,51080.8,10096.1,10940.5,353.3,29899.8,754.3,155.2,514.4
36260,1438,217.2,756.1,47.8,8.6,53353.6,10080.7,12899.5,366.4,30345.3,763.4,151.1,471.8
36261,0,,,,,,,,,,,,
36262,565,243.5,738.9,53.6,9.6,59554.2,10385.5,15005.6,385.8,34136.4,783.1,162,520.7
36263,295,205.2,739,42.9,8.7,43633.3,9531.5,8187.5,321.7,25846.7,711.4,144.9,493.4
36264,3457,222.5,726.8,47.9,9.1,52760.1,10076.5,12081.6,354.9,30589.8,761.1,150.5,505.6
36265,8196,193.8,674.1,42.3,7.5,50821.1,9773.6,12117.6,340.2,29002.6,802.5,134.2,431.8
36266,2195,181.5,705.2,38.7,7.4,42568.3,8892.4,9246.7,303,24492.8,701.1,126.7,429.4
36268,2198,200.7,749.5,43.4,8,47548.6,9423.3,11029.6,335.7,27076.6,715.2,142.3,453.1
36269,620,243.8,738.3,53.4,9.6,59236.2,10410.4,14774.8,384.7,34004.9,792.6,165.8,518.1
36271,2087,241.4,766.8,53.1,9.7,58683.8,10837.4,14110.1,395.8,33644.3,816.2,163.5,512.4
36272,5335,213.6,721,45.3,8.6,49520.9,9812.3,10862.4,346.4,28834.7,736.6,143.4,492.8
36273,1048,249,765.3,54.5,10,58995.1,10793,13963.5,381.3,34111.7,804.9,170.2,545.6
36274,4491,174,698.7,37.8,7,42998.6,8816.4,9986.4,303.3,24290.1,688.4,125.2,410
36276,923,183,709.1,38.7,7.3,42343.6,8768.3,9212.1,301.1,24450.1,692.7,129.5,434.6
36277,1903,194.3,725.3,40.5,7.7,43681.8,9543.6,8669.8,327.4,25495.2,708.7,144.9,463.2
36278,1928,209.9,746.2,45.5,8.4,49660.7,9753.4,11593.7,346.4,28442.7,723.3,137.2,478.4
36279,848,240.3,761.5,52.5,9.5,57353.1,10709.6,13595.6,389.4,32995.9,808.8,165.6,517.5
36280,1608,216.7,750.4,46.2,9,48521.1,9969.6,10126.8,345.4,28374.3,730.6,151.6,502.1
36301,15026,176.9,688,38.3,7.2,44396.9,9208.7,10089.1,315.1,25215.7,698.4,125,412.3
36302,0,,,,,,,,,,,,
36303,12390,180.4,703.3,41.7,6.8,51028.6,9316.6,14160.9,336.2,27843.4,734,126.4,380.5
36305,5997,289.9,789.7,69.5,10.5,87879,13656.7,26403.4,528.8,47863.5,1017.3,199.6,522
36310,3264,156.9,722.9,32.7,6.6,35054,8213.1,7018,276,20041.9,624.9,104.5,400.1
36311,948,222,759.4,49.4,8.6,56573.4,10156.7,14598.2,373.9,31833,769.3,149.2,470.5
36312,2595,209.6,742.9,45.3,8.5,50390.6,10017.9,11502.7,354,28894.1,740.1,144.1,472.3
36314,294,217.6,746.3,46.1,8.6,48903.7,10003.2,10029.8,352.2,28698.1,725.7,155.5,493.4
36316,840,242.5,771.7,54,9.4,61648.1,10950,16057,411.8,34676.2,804.5,162.6,506.1
36317,65,171.7,751.8,35,6.9,34926.2,8120.7,6228.1,270.2,20605.6,599,111.4,448.4
36318,545,233.5,767.6,49.6,9.6,52773.8,10455.6,11420.7,371.2,30715.5,761.1,159.2,525.5
36319,1444,210.1,744.1,45.8,8.7,51025.9,10052.5,11934.9,357.2,29077.3,767.6,141.5,470.9
36320,1605,206.9,733.4,43.9,8.4,48033.9,9830.7,10309.4,347,27873.4,718.2,143.7,479
36321,756,210.2,746.9,45.3,8.3,49482.7,9951.1,11059.8,354.8,28456.3,717.8,147,471.6
36322,3562,190.2,681.4,40.9,7.6,49119.3,9950.9,11191.9,334.7,27880.6,778.9,129.8,437.2
36323,3205,184.7,706.9,40,7.3,44972.5,8923.1,10660,311.7,25508.4,702.1,125.8,426.2
36330,14427,218.5,723.8,50.2,8.2,61093.1,10961.1,16384.2,391.4,33778.4,870.1,159.6,444.7
36340,2460,207.3,716.6,44.3,8.6,49135.2,9824,10991.3,346.4,28346.2,744.3,138.9,477
36343,760,180.2,740.6,38.2,7.5,40936.7,8685.5,8803.2,302.6,23463.7,653.6,121,432.8
36344,2273,214,718.7,46.1,8.6,51097.2,9910.2,11864,360.4,29440.3,717.8,143.3,488.2
36345,2455,230.3,770.6,52.7,8.9,62429.3,11168.8,16469,415.5,34807.1,841.6,161.9,459.3
36346,703,215.9,735.2,45.7,8.6,48879.7,9706.4,10711.3,348.3,28471.5,723.4,148.6,494.3
36350,2667,228,734.3,52.6,8.7,63701.8,11079.7,17315.9,410.6,35296,850.8,159.4,454.4
36351,1367,253.1,785,57.4,9.7,66014.8,11336.4,17750.9,427.8,36974.9,842,172.8,511.5
36352,2108,251.4,759.1,56.9,9.5,67283.8,11505.3,17972.3,437.1,37832.3,847.5,171.1,503.9
36353,732,174.6,734.8,38,7,42239.4,8913.9,9801.1,316.3,23698.9,682.4,120.7,407
36360,9370,196.5,717.1,43.1,7.9,49998.6,9752.9,11980.1,345.9,28282.2,734.8,135.3,440.5
36362,927,150,615.1,36.2,5.3,42480.2,9355.6,8324.5,260.6,24614.1,764,180.5,313.7
36370,404,188.2,746.9,40.4,7.8,43636.8,8886.8,9898.9,314.3,24883.6,678.2,124.9,442.9
36374,152,171.8,751.8,35,6.9,34932.3,8121.9,6228.7,270.2,20610.1,599.1,111.4,448.4
36375,2771,208.7,734.3,44.1,8.5,47680.7,9930.2,9806.6,348.5,27860.9,721.6,151,477.6
36376,961,209.4,734.2,45.9,8.2,52012,9989.8,12460.4,359,29596.2,741,144.9,460.4
36401,3234,118.3,681.4,25.2,4.8,27017.6,6442.3,5901.7,206.4,14955.2,569.1,88.7,316.5
36420,4300,214,725,47.3,8.5,54609.4,10128.8,13732.3,371.6,30853.2,755.7,145.6,471.6
36421,3736,224.5,746.9,48.8,9.2,54135.5,10440.3,12656.9,377.2,31018.6,763.5,153.3,502.4
36425,630,87.2,717.4,17.6,3.8,16086.3,5230.8,2508.8,149.6,8783,483.9,69.1,277.3
36426,6162,166.9,711.3,35.2,7.1,37423.4,8186.6,7869.8,272.3,21463,651.9,117.4,411.6
36432,1106,148.6,713.2,30.6,6.2,31329.8,7184.5,6341.8,233.9,17986.3,617.7,105.4,383.2
36435,213,77.3,746.2,15.6,3.3,13933.9,4892.4,2053.4,135.5,7407.7,495.6,68.2,257.3
36436,254,134.9,716,27.6,5.7,26688.7,6879.7,4621.5,215.3,15459.4,591.4,103.5,360.4
36439,0,,,,,,,,,,,,
36441,1418,195.7,721.7,41.1,8.2,42049.4,8799.7,8574.1,295.7,24654.9,702.4,135.8,468.4
36442,1646,192.2,685.9,39.9,7.9,44951.2,9029.3,10110.4,320.7,25975,688,121,466.3
36444,218,88.6,683.6,17.2,3.6,16187,5057.8,2578.7,156.1,9030.2,474.7,68.6,274.2
36445,1685,162,720.4,33.7,6.6,34859.8,7910.2,6913.5,262.5,20166.4,636,116.8,402.7
36446,0,,,,,,,,,,,,
36451,1955,149.1,718.8,31.9,6,33276.5,7509.2,7192.1,248,18795.3,630.3,115.6,370.5
36453,1136,225.9,731.8,47.8,9,51548.8,10061.8,11537.3,361.7,29998.6,730,148.3,515.7
36456,833,163.8,719.8,34.5,6.8,36742.5,7837.8,8120.7,270,20965.3,626.1,106.3,411.7
36460,4386,148.5,707.1,32.3,5.9,35867.2,7839.4,8251.2,265.1,19941.2,648.4,110.7,360.1
36467,4175,209.5,717.8,45.3,8.6,50535.6,9868.1,11712.2,354.3,29051.5,740.2,142.2,481.1
36471,560,89.7,718.2,18.5,4.1,17760.5,5371.7,3175.6,159.3,9574.4,518.9,74.3,273.4
36473,119,206.6,748.1,44,8.4,45236.9,8849.1,10466.5,316.2,25985.2,690.3,135.7,489.6
36474,1411,210.1,736.9,44.7,8.8,48129.5,9565.9,10730.1,343.9,27882.3,724.1,139.1,493.1
36475,963,169.1,739.5,36.7,6.9,38807.6,8031.3,9040,278.7,21833,665.6,123.3,402.1
36476,0,,,,,,,,,,,,
36477,1688,181,662.6,36.9,7.5,39782.4,8670.9,7953.4,296.2,23308.6,684.2,119.1,448.1
36480,639,210.6,762.9,43.8,9.1,44466.4,9256.9,9154.4,316.2,25989.4,694.2,137.5,506.8
36481,28,95.8,706.5,18.7,4.1,17304.2,5294.9,2646.3,155.9,9807,483.4,72.7,297.4
36482,436,122.8,713.8,26.7,4.9,27592.3,6478.5,6271.8,211.7,15151.4,573.5,99.3,317.5
36483,270,250.7,768.1,55.9,9.8,62885,10804.7,16619,409.6,35554.9,797.2,161.8,522.1
36502,6128,153.2,701.8,32.7,6.3,35505.8,7752.4,7810.9,259.1,20066.2,629,110,375.9
36505,579,212.4,748,47.2,8.4,54045.9,10202.5,13393,371.7,30485.8,788.2,154.2,448
36507,7557,205.2,736,45.1,8,51645.2,9989.7,12481.8,355.2,29202.5,748.5,142.4,451.2
36509,804,186.3,657.2,35.8,6.6,45027.9,11099.5,10272.5,262,23988.1,1113.1,140.3,593.9
36511,418,221.9,732.6,46.3,9.1,50116.1,10367.6,10151.4,363.1,29412.7,720.2,145.9,512.1
36513,0,,,,,,,,,,,,
36518,828,216.6,748.1,49,8.2,56250.9,9961.1,14965.4,371.3,31451.9,802,155.7,452
36521,1879,226.8,781.3,50.2,9,55872,10485.2,13521.5,382.5,31749.1,788.6,163.7,476.5
36522,2474,217,753,48.1,8.3,55384.5,10248.4,13836.6,374.6,31285.9,786.2,155.5,459.8
36523,1009,271.1,766.5,60.9,9.9,74724.5,12553.5,21378.3,450,40976.6,1002.7,171.6,584.9
36524,584,134.1,728.1,27.9,6.1,27358.3,6943,5166,215.7,15482.1,583,97.5,366.3
36525,718,187.8,740.5,42.1,7.4,48463.5,9283.1,12321.8,332.5,26998.4,737.9,134.6,409.2
36526,12619,285.8,799.1,68.9,10.5,86589.7,13429.5,25954.8,526.7,47275.9,993.9,196.2,510.2
36527,4762,347,857.4,85.8,12.7,108319.9,15429.1,34387.7,631.3,58692.7,1119.3,233.8,581.7
36528,563,298.7,825.4,67.6,11.3,80852.7,13120.2,21975.2,515.3,45689.5,888.6,169.4,591.7
36529,187,293.8,815.4,70.4,10.7,83858,12321,25575.5,501.7,46146.3,945.5,203.7,529.4
36530,3172,234.3,735.3,50.1,9.4,56410.8,10774.9,13048.2,389.6,32592.3,761.4,147.9,527.8
36532,13184,290.9,802.9,68.8,11.2,83954.6,13199,24437.1,516.7,46404.2,930.3,186,553.7
36535,11815,212,709.5,45.8,8.4,53535.1,10388.7,12525.3,367.1,30683.9,741.7,135.9,481.4
36536,0,,,,,,,,,,,,
36538,202,223.6,801.5,50.7,9,55687.4,10111.3,14194,369.8,31253.3,801.1,164,470.4
36539,312,241.9,789.2,55.6,9.3,61888.7,10351.6,16880.8,392.7,34709.5,843.5,178.3,487.2
36540,515,78.7,741.8,17.3,3.3,16617.1,4967.6,3466.4,149.7,8350.8,480.3,81.4,232.1
36541,5260,247.1,779.6,56,9.2,65413,11500.7,17252.6,430,36666.7,868,180.6,497.3
36542,6076,238.1,710.2,52.4,9.4,63917.1,11695.8,15619.4,415.8,36517,827.2,146.4,508.6
36543,3,254.7,813.7,56,10.4,58234.4,11052.2,12502.2,374.7,34148.3,825,184.6,550.9
36544,4608,204.7,733.3,42.7,7.8,48581.5,10532.8,10759,334.4,27339.1,889.6,159.9,500.6
36545,3518,156.6,750.3,35.4,6.2,38469.3,8112.2,9353.1,272.5,21130,676.1,125.3,361.2
36548,478,190.7,800.7,42.7,8.3,45112,9270.2,10470.1,322.9,25320.8,728.5,142.4,431.5
36549,2370,261.7,799.3,56.1,11.7,59317.5,11380.9,13471.1,400.6,34475.2,714.3,128,642.1
36550,93,211.8,798.3,47.8,7.8,53831.1,9415.6,14668.2,352.7,29476.1,757.3,135.1,449.5
36551,3219,228.5,744.6,51.2,8.7,60129.6,10985.9,15118.1,405.1,34027.7,815.2,164.1,470.1
36553,1532,157.9,760,33.7,6,35081.2,7725,7446.1,268.5,19542.6,651.1,126.5,378.1
36555,405,262.6,782.9,58.1,10.4,66540.8,11843.9,16789.5,441.6,37893.7,810.4,158.7,557.5
36558,1510,207.6,773.7,45.7,8.1,49024.7,9286.9,11944,332.6,27854.5,726.4,147,462.3
36560,1429,136.8,737.3,28.1,5.7,28983.5,7150.3,5425.9,234.7,16540.4,586.3,106.9,358.5
36561,3221,324.7,811,77.8,12.4,97383.8,14396.7,29373.4,575.3,53685.7,1020.3,192.8,581.1
36562,722,216.9,742.2,46.7,8.6,50514.1,9713.6,11681.1,346.4,29107.9,728,145.6,488
36567,5323,254.5,756,57.8,9.8,68344.8,11780.5,18028,442.7,38546.4,856.1,175,507.9
36569,369,225.1,812.7,51.4,9.2,56576.7,10330.8,14480.3,378.9,31641.2,791.3,161.8,470.8
36571,5963,239.6,773.3,54.6,9.4,63706.5,11383,16643.1,422.8,35710,830.3,165.2,493.2
36572,2327,257.3,809.2,58.5,10.3,66537.4,12041.7,16737.9,445.2,37636.2,851.8,181.4,525.7
36574,634,264.4,764.8,58.6,10,68513,11660.1,18225.4,453.7,38735,828.5,166.1,537.3
36575,7110,246.3,783.5,55.8,9.4,64346,11538.6,16489.2,436,36271.7,848.8,186,490.2
36576,1826,245.6,754.8,55.5,9.3,65522,11605.4,16802.8,431.6,37084.5,831.4,175.4,500.4
36578,758,264.9,804.8,61.7,9.9,72505.8,11989.2,20345.1,465.5,40187.2,883.5,187.4,500.9
36579,741,210.8,784,47.3,8.6,52784.5,9880,13402.3,353.9,29356.7,782.2,139.1,452.2
36580,2238,232,739.8,50.7,8.9,58390.3,10688.5,14584.4,400.2,33168.4,763.2,151.9,491.5
36581,63,169.8,784.3,37,7.7,37283.2,8503.1,7543.1,279.8,21179.1,697.2,132.9,415.2
36582,9343,197.4,718,42.4,7.7,49135.7,9914.3,11362.8,346.8,27950.9,774.7,143.9,449.8
36583,319,218,772.8,47.7,9,50468.2,10013.6,11223.1,350.9,29074.9,746.6,156.5,492.7
36584,330,216.6,790,49.3,8.2,55950.6,9787.4,15231.6,368,30968.8,766.7,153.9,451.2
36585,385,183.5,781,39.9,7.9,41130.8,8857.6,8710.8,301.7,23451.4,701.6,139,432.1
36587,3407,227.8,751.5,50.1,8.9,55889.2,10551.2,13275.1,389.5,32026.1,810,176.2,475.8
36601,165,32.7,563.8,6.4,1.4,6282,3597.5,661,82.1,2714,404.7,38.4,148.9
36602,511,139.2,583.5,29.3,6.3,39278,8574.2,8679.6,278.5,22139,698.1,78.9,360.9
36603,2953,43.2,613.2,8.8,1.9,9220.5,4285.6,1358.6,109.2,4200.4,421.2,42.2,176.2
36604,4351,158.7,690.9,36.5,6.1,45936.5,8908.6,12213.3,316.9,24786.5,718.6,112,340.1
36605,11088,103.4,668.7,22.3,4,25581,6452.4,5761.5,207,13757.6,555.4,83.5,273.8
36606,7795,140.9,665.2,30.8,5.3,37711.4,8127.4,9070.3,272.8,20775.8,663.7,104.2,334.5
36607,3236,126.9,642,29,4.9,36297.8,7444.1,9777.8,256.3,19460.5,607.5,86.7,300.7
36608,15576,218.8,714.1,51.2,8,65386.2,11098.9,18939.9,403.6,35553.2,888.6,147.2,444.4
36609,11295,160.2,650.6,35.5,6.1,45284.7,9248.6,11421.2,302.6,24821.8,763.5,111.7,379
36610,4448,39.7,627.5,8.1,1.7,7673.5,3914,1010.8,97.2,3324.9,402.7,42.2,168.9
36611,2499,149.8,665.9,31.1,6,35786.7,8126.5,7419.4,271,20497.4,635,105.5,380.8
36612,1818,49.4,645.8,9.9,2,9804.7,4394.1,1321.3,115.9,4734.5,428,51.8,184.8
36613,4547,164,756.2,35.8,6.5,39554,8588.4,8987.7,299.1,22103.9,658.5,124,381.2
36615,7,63.6,606,13.2,2.6,15110.7,5380.2,2538.8,144.7,7617.6,500.6,59.4,210.3
36616,0,,,,,,,,,,,,
36617,5416,38.5,680.2,7.9,1.6,6781.5,3979.2,740.1,96.6,2739.2,377.7,43.5,175.9
36618,6611,139.2,755.9,30.4,5.6,33016.3,8000.8,7046.5,264.4,18169.8,636.1,116.3,339.2
36619,5380,229.4,751,50.3,8.9,59018.4,11303.4,14288,402.8,33379,838.7,163.6,498.8
36640,0,,,,,,,,,,,,
36644,0,,,,,,,,,,,,
36660,0,,,,,,,,,,,,
36663,0,,,,,,,,,,,,
36670,0,,,,,,,,,,,,
36671,0,,,,,,,,,,,,
36675,0,,,,,,,,,,,,
36685,0,,,,,,,,,,,,
36688,0,,,,,,,,,,,,
36689,0,,,,,,,,,,,,
36691,0,,,,,,,,,,,,
36693,6838,239.5,792.2,55.3,9.3,66830.9,11756.2,18341.9,431.6,36670.9,855.7,157.8,501.2
36695,17517,269.4,806.1,63.8,9.9,79556.4,13291.9,23027.1,494.4,43119.2,1027.9,197.8,502.8
36701,8936,118.5,694.4,26.1,4.8,29338.3,6994.4,6808.5,226.6,15772.8,593.2,90.8,303.7
36703,4844,74.5,630.4,15.6,3.1,16587.7,5187.9,3160.9,151.5,8640.3,494.6,65.5,227.5
36720,225,44.3,646.9,8.8,2,7330.5,3506.1,915.8,92.5,3492.1,399.3,48.9,180.9
36722,161,104.5,701,22,4.4,21985.9,5635.9,4608.3,180.9,11999.6,510.8,80.9,292.8
36726,1850,114.1,708.1,25.2,4.8,27198,6515.6,6290,211.3,14653.9,576.8,90.2,299.5
36727,36,154.9,738.4,30.9,6.5,29232.3,7423.4,4739.2,234.5,17278,587.7,116.6,413.4
36728,196,45.5,648,9.1,2,7611.5,3547.7,985,94.2,3655.9,401.5,49.5,183.1
36732,3338,137.6,692.5,30.6,5.7,34778.1,7603.5,8357.6,252.7,18988.5,642.7,104.3,331.7
36736,615,98.3,723,21.2,3.8,21790.2,5688.7,4703.8,185.8,11412.3,500.4,81.9,269.4
36738,215,106.8,734.9,22.6,4.4,23254.1,6088,4691.1,193.7,12637.8,531.6,86,301
36740,692,74.5,705.3,15,3.2,13623.4,4640.1,2212.9,133.9,7189.9,444.2,59.7,247.5
36742,920,145.2,742.6,31.4,6.3,33026.8,7600.8,7098.3,250.8,18360.5,630.9,107.9,360.8
36744,2949,93.5,691.2,19.4,3.9,20114.7,5675.2,3934,175.7,10867.5,508.9,75.3,275
36748,1366,148.2,715.9,31.4,6.5,33813.7,7794,7121.9,254.2,19017.8,617.1,101.6,383.1
36749,490,155.2,750.5,33.2,6.7,34528.2,7841,7154.1,257,19545.2,659.2,115.4,382.4
36750,1226,220,760.5,49.3,8.6,55309.6,9983.6,14203.9,366.2,31108.8,773.8,156.6,466.6
36751,451,85.4,682.3,17.3,3.5,16561.9,5006.4,2905,151.9,9085.7,474,72,259.2
36752,480,183.7,796.4,43.5,6.8,51586.3,8972.2,15229.1,343.7,27459,724.1,125,380.6
36754,205,104.6,710.6,21.3,4.5,21480.5,5946.2,3980.5,183.8,11842.5,521.7,77.5,303.7
36756,2029,129.7,723.7,28.3,5.1,31397.6,6996.3,7521.5,235.5,16946.4,573.5,88.6,333.7
36758,345,151.8,723.2,31.6,6.4,32428.9,7623.5,6310.6,250.6,18630.1,651.3,117.2,382.4
36759,545,98.6,693.1,20.7,4.1,21799.8,5849.9,4544.5,184.7,11702.3,525.5,74.1,283.1
36761,308,73.3,694.3,14.5,3.4,13922,4830.2,2205.9,137.3,7378.4,460.1,60.4,252.2
36765,670,83.6,702.5,17.4,3.5,17227.9,5176.3,3362.2,156.7,9075.5,485.9,68.7,256.1
36767,702,68.6,658.4,14.2,2.7,14433.6,4747.2,2759.8,141,7286.2,477.4,58.5,223.5
36768,407,95.4,763.6,19.7,4.1,18467.5,5784.8,3081.4,167.1,9961.2,513.2,76,290.8
36769,899,100.2,704.5,21.4,4.2,21823.9,5586.9,4699,176.6,11847.4,510.8,81.7,277.3
36773,139,88.5,679,17.6,3.9,17529.9,5330.2,3023.7,160.6,9613,487.2,63.8,285.3
36775,463,76.3,690.5,15.2,3.2,14565.8,4918.8,2379.2,143.6,7783.8,449.8,60.5,253.6
36776,582,67.6,716,14.3,2.7,13261.3,4496.2,2447.9,130.9,6592.4,467.6,65.5,221.8
36782,875,161.1,775.3,35.4,6.4,38084.9,7980.1,9000.7,275.3,21076.6,620.4,112.6,388.1
36783,379,98.6,726.3,19.9,4.2,19514.4,5724.5,3338.3,175.1,10759,504.4,77.2,293.7
36784,3164,134.7,711.2,28.9,5.3,31410,7387.1,6751.9,237.8,17435.4,605.9,105.5,342.6
36785,518,84.6,734.5,19.1,3.7,19588.2,5788.1,4088.4,176.8,9687,550.6,77,242.2
36786,1105,44.4,613.8,8.6,2,8148.6,3712.4,1070,93.9,3953,434.2,44.5,178.7
36790,150,220.7,768.9,49.2,8.8,54325.2,10204.9,13232.4,363.8,30738.3,774.7,156.7,476.2
36792,535,231.1,761.7,51.7,9,57660.3,10396.4,14545.5,384.2,32695.6,781.4,159.6,487.3
36793,224,234,772.1,53.3,9,61307.4,10538.2,16494.1,398.6,34278,789.5,160.7,478.3
36801,9656,158.1,694,35.6,6.1,42400.1,8680.9,10819.9,291.6,23129.1,710.6,120.1,360.1
36803,0,,,,,,,,,,,,
36804,6520,190.5,757.5,42.6,7.2,49087.1,9651.9,12371.9,341.6,27068.1,775.2,147.3,407.4
36830,16489,208.8,670.5,47.5,7.6,62339.3,11285,17127.8,375.2,33956.8,1015.9,148.4,443.6
36831,0,,,,,,,,,,,,
36832,11505,130.6,537.5,26.8,4.8,37535.8,7684,8446.7,238.4,21596.6,890.2,84.5,322.9
36849,0,,,,,,,,,,,,
36850,1275,120,717.7,26,4.9,28143.9,6736.8,6356.6,221.9,15214.8,561.6,87.7,310.5
36851,0,,,,,,,,,,,,
36852,1088,181.6,725.1,39.5,7.3,44246.7,9204.9,9905.6,314.4,25119.5,742.9,140.9,408.1
36853,3564,212.4,766.4,46.5,8.5,52248.2,10050.3,12658.4,363.2,29611.8,720.4,131.5,471.7
36854,5945,175.1,696.5,37.4,7.1,42874,9030.1,9617.8,311.6,24337.4,692,124.3,416.9
36855,871,165,738.2,35.2,6.8,38751.1,8327.4,8678.5,293.7,21805,642.9,109.4,404.5
36856,2209,155.6,765.5,34.7,6.2,38123.8,8711.6,8459.7,289.8,21026.6,687.4,140.8,350.9
36858,326,100.8,746.7,21.1,4.5,21146.4,6145.1,3910.9,185.5,11394.1,533.2,82.3,293.4
36860,704,73.3,714,15.2,3.3,14650.9,5075.1,2482.5,145.7,7469.4,456.7,61.6,243.2
36861,1313,244.9,777.7,53.3,9.5,60155.1,11020,14879.7,408.9,34318.8,776.3,146.5,525.2
36862,2176,109.7,685,22.8,4.7,24595.2,6530.7,4798.7,206.1,13576.9,550.4,79.8,306.9
36863,4769,133.6,674.7,28.1,5.5,32062,7484,6733.7,249.1,18057.3,594.2,94,347.1
36865,0,,,,,,,,,,,,
36866,1527,164.5,728,35,6.6,38076.7,8158.5,8401.6,278.4,21590.9,648.1,113.7,393.5
36867,9676,163,658.8,36.6,6.3,44900.7,8929.4,11265.9,307.2,24839.7,708.8,119.3,361.3
36868,0,,,,,,,,,,,,
36869,7880,116.4,666.4,24.4,4.7,27343.8,7057.1,5310.3,224.8,15226.7,580.6,96.3,299.7
36870,7684,202.4,756.8,45.1,7.9,51056.9,10401,11556,364.2,28952.7,794.9,168.6,423.6
36871,443,152.6,753.3,31.7,6.3,33930.5,8056.5,6752,263.5,19211.4,633,113,383.6
36874,3165,228.2,788.2,52.2,8.5,60645.3,10725.5,16341.2,406.6,33671.1,814.6,167.3,452.7
36875,2167,171,761.1,37,6.9,40476.9,8807.6,8964.3,299.4,22759,704,132.6,394
36877,5442,231,779.3,52.9,8.8,61701.4,11177.2,16096.9,413.8,34398.8,837.2,174.4,458.4
36879,759,208.9,798.3,48.4,7.6,58862,10718.3,16792.6,377.6,31232.5,912.4,161.5,424.2
36901,32,70.9,711.8,14.3,3.1,13881.4,4839.5,2298.7,138.7,7144.8,444.2,63.1,239.7
36904,1781,144.8,704.1,30.7,6.1,33211.9,7636.1,6982.8,251.4,18707.6,636.3,104.4,367.7
